#---------------------------------
#  col1  col2  col3  col4  col5
  0.460000    0.000000    0.000000    7.283905    0.000000
  0.470000    1.054596    0.000000    4.161915    0.000000
  0.480000    0.000000    0.000000    8.323983    0.000000
  0.490000    0.000000    0.000000    8.324657    0.000000
  0.500000    3.163480    0.000000    5.201859    0.000000
  0.510000    0.000000    0.000000    4.161736    1.056722
  0.520000    2.108878    0.000000    6.243343    0.000000
  0.530000    2.108813    0.000000    5.203198    0.000000
  0.540000    0.000000    0.000000    5.202335    0.000000
  0.550000    3.164440    0.000000    3.121357    0.000000
  0.560000    2.109313    0.000000    8.324146    0.000000
  0.570000    1.054333    0.000000    4.161645    0.000000
  0.580000    2.109035    0.000000    3.121754    0.000000
  0.590000    0.000000    0.000000    3.121101    0.000000
  0.600000    3.163867    0.000000    4.161982    0.000000
  0.610000    3.163938    0.000000    3.121883    0.000000
  0.620000    2.109355    1.051184    2.081526    0.000000
  0.630000    2.109687    0.000000    3.121186    0.000000
  0.640000    0.000000    0.000000    2.081181    0.000000
  0.650000    0.000000    0.000000    2.081028    0.000000
  0.660000    2.108683    0.000000    2.080995    0.000000
  0.670000    3.164036    0.000000    2.080719    0.000000
  0.680000    3.163250    1.050781    1.040524    0.000000
  0.690000    6.328074    0.000000    2.080817    0.000000
  0.700000    2.109189    0.000000    2.081241    0.000000
  0.710000    11.601955    0.000000    0.000000    0.000000
  0.720000    7.382130    0.000000    1.040391    0.000000
  0.730000    4.218342    0.000000    4.162322    1.057236
  0.740000    5.272603    0.000000    1.040334    1.056442
  0.750000    4.217111    0.000000    0.000000    0.000000
  0.760000    6.328339    1.050683    2.080902    0.000000
  0.770000    9.490702    1.051085    0.000000    0.000000
  0.780000    9.491308    2.101803    1.040674    0.000000
  0.790000    5.272798    0.000000    1.040292    1.056771
  0.800000    7.382427    2.101737    3.121800    0.000000
  0.810000    12.653740    0.000000    1.040474    0.000000
  0.820000    12.654569    3.153151    2.081163    2.113511
  0.830000    13.709211    4.204580    1.040391    2.113236
  0.840000    5.271954    2.102092    3.121102    0.000000
  0.850000    12.654933    2.101803    4.161766    0.000000
  0.860000    15.818667    1.051184    2.081454    2.113796
  0.870000    12.654146    2.102126    3.121573    0.000000
  0.880000    14.764118    3.152624    3.121465    0.000000
  0.890000    10.544886    1.050683    0.000000    2.113124
  0.900000    11.600428    3.152874    1.040334    1.056750
  0.910000    15.818221    5.254984    0.000000    2.114207
  0.920000    14.762918    4.203572    1.040535    6.339965
  0.930000    12.655807    6.306172    1.040566    2.113849
  0.940000    15.818600    5.254694    4.161904    4.226941
  0.950000    10.546160    3.153117    5.202513    3.170162
  0.960000    17.927767    4.204492    5.201939    2.113858
  0.970000    7.381673    3.152445    3.121939    1.056609
  0.980000    15.818043    10.509718    2.081560    1.056468
  0.990000    11.600078    8.407813    5.202391    1.057100
  1.000000    13.710632    7.356675    8.323687    4.226846
  1.010000    11.600705    5.254620    6.242890    5.283724
  1.020000    8.437119    12.611898    7.283873    1.056553
  1.030000    14.765192    10.509720    11.445540    2.113385
  1.040000    7.383130    9.459078    4.162516    10.567358
  1.050000    18.982469    7.356278    4.161623    8.453625
  1.060000    12.655371    8.406746    6.243010    12.682220
  1.070000    13.709117    13.663233    13.526011    11.623463
  1.080000    14.764288    14.713346    9.365251    3.170095
  1.090000    9.491120    10.510298    12.486212    8.454265
  1.100000    17.928637    17.865790    6.243540    12.680726
  1.110000    10.545630    13.660868    16.648626    6.340289
  1.120000    17.927929    15.763984    7.283521    9.511281
  1.130000    15.818190    15.764895    13.526042    9.509292
  1.140000    13.709951    19.968466    12.485282    21.136264
  1.150000    26.363801    26.272449    14.567326    13.736718
  1.160000    18.984306    23.119531    17.688668    22.190177
  1.170000    16.874036    34.680790    13.525685    17.963518
  1.180000    16.873392    31.527585    18.728084    16.905812
  1.190000    15.818029    24.171543    21.848791    27.475386
  1.200000    14.763552    51.497705    16.646134    26.419119
  1.210000    16.873458    38.884036    30.174822    29.588207
  1.220000    20.037992    44.139207    32.255689    29.587913
  1.230000    21.090729    37.831767    32.255989    32.757993
  1.240000    21.090767    52.545398    22.890249    31.701137
  1.250000    29.529548    56.751006    30.174411    34.870206
  1.260000    20.036393    52.549618    45.782268    38.041626
  1.270000    20.038284    55.698203    28.092964    33.814776
  1.280000    27.418276    42.037078    31.214513    39.099997
  1.290000    26.364110    71.464894    44.741528    41.212515
  1.300000    33.745939    74.617140    35.377208    42.269729
  1.310000    26.364249    63.052950    27.052816    48.608444
  1.320000    40.076778    76.717553    46.823172    56.008300
  1.330000    39.019297    88.278047    42.659764    61.290898
  1.340000    37.964262    105.094151    55.144155    75.027438
  1.350000    36.910385    96.683081    47.863123    62.348504
  1.360000    35.857101    97.735107    60.350868    63.403371
  1.370000    58.002486    102.991617    58.268609    72.915389
  1.380000    50.622435    126.113335    57.227360    67.629509
  1.390000    55.892977    145.028237    58.266583    72.914659
  1.400000    46.403608    120.857687    81.156784    73.970625
  1.410000    63.271816    143.977797    88.443611    76.086004
  1.420000    65.383182    126.110564    73.875929    80.313011
  1.430000    66.440872    154.486942    80.117425    72.916873
  1.440000    75.930649    166.048352    90.524327    88.768207
  1.450000    84.365447    176.559301    103.010835    94.047919
  1.460000    80.150305    163.948700    93.645007    98.276095
  1.470000    100.190132    194.424768    109.248980    117.297902
  1.480000    84.365459    209.137238    104.049751    117.299403
  1.490000    89.636296    217.550382    105.092009    138.429968
  1.500000    105.460836    261.685787    133.179464    127.869878
  1.510000    91.750696    220.696997    111.332150    134.204309
  1.520000    103.352673    211.244002    124.858052    140.546909
  1.530000    109.677184    233.308261    146.708592    165.905681
  1.540000    107.568664    258.530197    124.861361    155.341415
  1.550000    126.547441    265.885869    125.900954    149.000340
  1.560000    155.024234    266.938906    146.709320    157.455858
  1.570000    142.370601    285.859639    158.154428    146.888577
  1.580000    145.534200    320.538815    145.670629    184.923273
  1.590000    144.476938    316.338268    149.828361    182.820955
  1.600000    163.457939    379.390965    193.532850    202.888719
  1.610000    155.019684    354.168295    189.366358    206.063727
  1.620000    191.934000    355.217507    185.205052    217.684613
  1.630000    177.167727    354.166665    200.812421    251.500979
  1.640000    186.663917    397.258017    227.867933    239.877740
  1.650000    180.330839    396.197870    197.690993    255.730881
  1.660000    226.735462    379.392578    206.015541    264.180498
  1.670000    215.130106    405.662918    240.358956    274.751208
  1.680000    228.846651    413.021495    273.648584    308.567965
  1.690000    229.896250    478.174869    260.126757    309.619743
  1.700000    254.155020    488.689564    271.569343    318.079692
  1.710000    272.082004    522.310428    281.971910    356.118692
  1.720000    285.798895    541.235838    269.489636    416.352480
  1.730000    290.011470    565.396382    286.134741    444.885772
  1.740000    298.445979    585.370724    328.794251    499.834848
  1.750000    350.129033    597.977603    368.329019    539.990847
  1.760000    366.997952    666.301559    371.455061    588.607885
  1.770000    402.851143    695.725991    378.734429    609.749569
  1.780000    443.973803    721.995767    362.096206    722.806010
  1.790000    511.466250    806.063367    474.468902    735.488537
  1.800000    527.295235    867.028841    463.017340    849.598777
  1.810000    595.846994    911.158473    511.925679    944.739628
  1.820000    787.767107    999.438864    544.179268    1032.436027
  1.830000    832.063356    1145.521248    625.334496    1200.449904
  1.840000    956.496023    1160.245465    757.486106    1224.752818
  1.850000    1134.724473    1503.892696    780.371906    1344.158340
  1.860000    1411.017623    1640.511908    883.382099    1521.708918
  1.870000    1638.814084    1777.122391    1045.689886    1511.128115
  1.880000    1895.085193    2129.192531    1221.537397    1499.511082
  1.890000    2058.547401    2360.420108    1315.180442    1556.583211
  1.900000    2383.336645    2603.158802    1540.976548    1687.614264
  1.910000    2633.291781    2770.256399    1717.855069    1678.104179
  1.920000    2822.045787    2975.208595    1843.763636    1783.778464
  1.930000    3019.265803    3108.660567    1932.217053    1745.724955
  1.940000    3069.897932    3157.026425    1979.013028    1790.107029
  1.950000    3102.593340    3078.193105    1861.449899    1730.942579
  1.960000    3081.492799    3084.507661    1751.156503    1767.930798
  1.970000    2892.713625    2869.075248    1643.980631    1768.980874
  1.980000    2679.690478    2638.909304    1540.975166    1795.393318
  1.990000    2474.038889    2495.980173    1451.487184    1715.087575
  2.000000    2278.949766    2286.833268    1237.153862    1734.114599
  2.010000    1974.177880    2056.676433    1236.117976    1747.850587
  2.020000    1671.502478    1873.831239    1110.206705    1739.377698
  2.030000    1388.883723    1702.529431    960.371327    1609.414340
  2.040000    1239.133117    1509.145360    911.482724    1627.369917
  2.050000    1066.182809    1419.812689    896.908061    1495.269924
  2.060000    887.962053    1358.867503    862.575858    1538.617164
  2.070000    771.949760    1290.547730    818.869260    1373.746254
  2.080000    713.950726    1211.736645    857.369503    1447.728843
  2.090000    644.346190    1261.133417    798.056475    1337.836586
  2.100000    660.166952    1191.760470    843.839970    1269.149081
  2.110000    608.492803    1213.839495    799.098510    1205.742651
  2.120000    593.722138    1205.437467    835.518116    1225.823787
  2.130000    607.438882    1222.228834    842.790930    1108.522459
  2.140000    587.400881    1221.196032    858.408897    1078.924842
  2.150000    606.384447    1309.464491    906.275355    1140.224911
  2.160000    647.514528    1300.007808    924.996102    1095.836664
  2.170000    653.843264    1399.848031    982.231060    1102.187618
  2.180000    661.220553    1327.332185    1014.480859    1083.162210
  2.190000    705.516557    1359.901217    994.711088    1085.257900
  2.200000    751.912794    1483.932881    1060.271360    1139.156178
  2.210000    773.012438    1482.873597    1116.453574    1169.792894
  2.220000    884.788109    1492.325870    1167.428863    1205.745316
  2.230000    901.658089    1537.521600    1223.616846    1125.427552
  2.240000    988.147834    1633.164443    1213.221146    1193.051440
  2.250000    886.899864    1677.297200    1239.224625    1122.270921
  2.260000    975.495035    1659.427029    1244.431284    1153.962416
  2.270000    953.333436    1696.220422    1332.870848    1221.582617
  2.280000    964.942322    1560.648563    1267.314319    1242.727426
  2.290000    978.647526    1624.749998    1274.597037    1269.141473
  2.300000    862.650388    1596.365238    1251.712394    1215.247311
  2.310000    859.489143    1552.243858    1290.211716    1229.002346
  2.320000    821.519163    1589.016731    1213.218499    1305.074121
  2.330000    739.259141    1555.391454    1168.478536    1236.376888
  2.340000    768.790233    1446.087062    1111.254153    1251.187879
  2.350000    705.519010    1458.696593    1129.976061    1288.164026
  2.360000    685.479845    1428.223815    1213.216834    1319.871155
  2.370000    686.530393    1409.299788    1115.407334    1268.081827
  2.380000    646.455252    1396.712709    1120.614498    1296.595250
  2.390000    616.934905    1346.246715    1143.509538    1329.373455
  2.400000    639.081642    1389.343378    1136.218215    1305.066982
  2.410000    544.167033    1441.876484    1134.139903    1272.308376
  2.420000    636.960640    1401.940173    1219.456488    1226.877421
  2.430000    581.073625    1404.052400    1129.971037    1251.177423
  2.440000    609.546742    1346.244375    1168.472446    1311.393974
  2.450000    578.966500    1410.362007    1193.450166    1308.230694
  2.460000    597.945970    1492.329091    1219.462036    1291.329037
  2.470000    619.040139    1424.027281    1301.655829    1331.497000
  2.480000    634.849641    1441.882703    1235.074809    1293.445660
  2.490000    652.779466    1533.309513    1270.448935    1343.101412
  2.500000    726.599604    1502.838670    1264.203054    1429.766229
  2.510000    786.721148    1538.579950    1327.678503    1352.617622
  2.520000    712.889149    1634.210883    1375.543230    1491.058985
  2.530000    796.207464    1595.326582    1410.914816    1529.096603
  2.540000    815.186460    1694.114423    1427.558169    1518.518458
  2.550000    904.838202    1724.586575    1528.485140    1569.268420
  2.560000    967.044212    1803.409182    1560.741085    1504.790377
  2.570000    1053.525815    1845.443333    1652.295187    1562.911773
  2.580000    1057.752766    1936.868991    1731.376417    1648.534471
  2.590000    1134.706464    1979.965054    1726.181644    1515.363146
  2.600000    1199.053204    1947.376509    1789.647799    1595.676313
  2.610000    1251.772326    2066.143794    1740.754037    1613.633202
  2.620000    1269.701111    2014.638907    1787.577250    1520.635942
  2.630000    1364.621910    2039.890451    1760.503653    1667.525516
  2.640000    1246.510943    1979.963999    1763.633556    1608.369250
  2.650000    1307.674464    1984.182572    1686.646701    1671.769657
  2.660000    1186.393700    1906.396879    1684.563961    1716.123190
  2.670000    1226.480709    1878.009857    1687.678119    1656.966744
  2.680000    1160.030702    1872.765202    1587.793806    1743.614419
  2.690000    1155.816865    1863.305903    1652.302472    1671.759815
  2.700000    1167.419361    1786.590854    1573.236325    1708.737537
  2.710000    1146.326672    1673.092758    1606.521258    1699.246478
  2.720000    1066.177409    1687.805487    1585.709258    1822.876859
  2.730000    1096.769430    1764.523363    1531.603541    1765.807377
  2.740000    1153.708788    1713.022808    1563.854280    1703.455416
  2.750000    1149.493593    1690.941326    1636.699327    1764.753206
  2.760000    1181.128123    1740.354701    1633.580265    1760.519168
  2.770000    1246.507864    1701.471977    1622.126285    1803.874067
  2.780000    1354.081923    1822.332282    1710.577678    1838.729663
  2.790000    1385.723772    1846.500162    1649.183476    2021.548976
  2.800000    1394.163458    1927.402269    1803.180273    2109.229608
  2.810000    1472.194660    1938.976316    1767.797191    2091.279089
  2.820000    1509.104349    2015.700364    1775.085518    2286.779613
  2.830000    1666.239369    2068.237944    1917.635842    2250.839178
  2.840000    1811.781084    2148.104964    1950.922526    2417.832113
  2.850000    1894.024489    2307.858557    2105.964609    2587.954657
  2.860000    2013.187791    2432.906515    2316.135219    2668.265450
  2.870000    2267.334217    2590.568991    2423.298444    2797.179870
  2.880000    2453.992659    2801.819347    2653.249410    2947.248186
  2.890000    2670.205959    3099.206005    2887.373814    2966.256962
  2.900000    2938.042072    3240.039227    3093.397469    3062.443256
  2.910000    3183.807168    3545.853657    3502.309991    3145.914204
  2.920000    3376.766584    3735.041926    3673.981630    3198.744125
  2.930000    3588.738463    3976.753715    3757.253387    3167.050396
  2.940000    3614.052086    4095.506101    3922.676150    3329.791010
  2.950000    3722.665746    4133.353805    3931.999658    3190.294934
  2.960000    3757.464846    4069.232184    4042.355041    3239.963082
  2.970000    3885.075823    3930.508074    3940.348742    3289.630540
  2.980000    3764.864047    3884.262832    3681.268211    3328.718494
  2.990000    3701.550308    3744.484335    3492.936124    3298.093773
  3.000000    3411.580711    3557.437788    3197.428594    3301.267498
  3.010000    3326.152751    3406.075941    3095.473714    3153.288996
  3.020000    3086.756007    3163.310695    2920.677034    3093.071757
  3.030000    2828.394499    2951.032288    2651.199978    3231.524011
  3.040000    2781.984692    2832.282516    2515.914402    3085.659914
  3.050000    2526.775976    2624.184825    2421.242980    3109.995030
  3.060000    2358.044472    2572.696796    2400.427702    2981.053139
  3.070000    2286.331588    2483.358814    2319.269282    3046.582616
  3.080000    2231.491051    2490.733376    2328.636620    2947.248958
  3.090000    2254.687519    2465.501516    2268.279547    2863.771916
  3.100000    2150.283850    2344.631956    2169.421782    2768.667416
  3.110000    2135.524852    2498.097050    2320.297998    2896.539926
  3.120000    2213.559766    2485.471959    2283.884396    2889.126836
  3.130000    2200.919095    2528.553999    2416.033139    2843.673340
  3.140000    2255.755918    2613.674992    2350.485933    2671.439422
  3.150000    2313.754836    2543.266787    2433.728993    2686.242691
  3.160000    2315.860835    2664.129444    2535.686759    2635.518232
  3.170000    2418.146706    2717.729657    2605.397982    2673.569920
  3.180000    2446.637733    2719.826532    2552.343649    2734.833877
  3.190000    2428.699964    2720.867178    2574.187213    2757.030518
  3.200000    2507.803857    2774.455288    2649.094155    2731.671429
  3.210000    2493.021009    2824.925839    2614.770962    2856.367237
  3.220000    2491.957830    2875.364636    2614.761357    2874.323745
  3.230000    2541.523382    2868.006581    2707.355298    3029.654621
  3.240000    2635.401507    2871.167244    2689.671932    3151.204761
  3.250000    2590.053526    2989.915769    2649.105643    3106.820230
  3.260000    2621.684300    2963.644714    2721.936573    3108.941343
  3.270000    2754.572489    3075.049862    2780.198754    3476.666610
  3.280000    2789.377851    3124.447749    2795.810752    3412.194168
  3.290000    2847.385221    3148.599580    2846.794315    3688.015483
  3.300000    2792.519983    3213.746690    2860.316484    3770.437545
  3.310000    2897.985167    3395.574558    2886.339187    3977.578918
  3.320000    3076.218377    3326.203619    2938.350680    4017.732418
  3.330000    3175.335330    3565.841290    3003.912793    4307.271421
  3.340000    3247.051473    3677.219266    3053.840501    4621.116944
  3.350000    3359.885920    3744.482793    3154.763385    4915.933177
  3.360000    3557.101033    3943.122292    3244.266084    5315.375258
  3.370000    3646.769816    4057.668078    3474.201152    5750.748407
  3.380000    3923.050427    4320.415293    3562.653132    6234.756924
  3.390000    4193.015275    4542.155408    3708.318607    6794.811082
  3.400000    4504.111417    4748.131344    3937.230271    7425.693076
  3.410000    4895.380498    5228.434395    4066.249335    8538.448488
  3.420000    5263.401286    5692.922732    4328.439415    9614.178048
  3.430000    5755.873228    6075.499831    4730.080714    11086.206494
  3.440000    6366.503249    6495.824103    5079.684241    13138.434138
  3.450000    7051.965127    7277.783149    5556.227295    15141.006285
  3.460000    7897.785509    7815.812369    6015.109625    18670.441955
  3.470000    8876.384177    8929.841212    6658.099000    22455.757170
  3.480000    10170.389228    9956.619651    7526.958089    26929.922502
  3.490000    12019.069975    11468.898875    8667.314564    32731.410196
  3.500000    14237.938158    13532.931023    10180.171920    39474.543692
  3.510000    16989.270348    15904.892077    11963.589890    48114.365075
  3.520000    20677.180291    19075.619755    14656.398786    57063.928392
  3.530000    25651.629431    23934.067799    18394.934678    68045.467605
  3.540000    31877.825258    29797.257178    23496.440861    79444.546835
  3.550000    40013.996531    37571.148728    30232.565318    91984.881886
  3.560000    50402.661126    47747.280760    38936.413627    104752.430229
  3.570000    63457.316513    60604.406000    50140.357024    118527.097685
  3.580000    80316.891245    76489.271588    64763.416720    132566.909249
  3.590000    98831.139321    96175.579763    82225.038947    145849.052057
  3.600000    121630.044800    118659.404509    103182.630801    158299.427337
  3.610000    146532.919527    144650.107260    126742.632209    170628.402277
  3.620000    173156.973471    173513.031883    152625.803849    180578.603882
  3.630000    202186.336737    200951.939630    177492.658729    189793.266163
  3.640000    230451.147441    230314.108112    203231.247739    197225.467566
  3.650000    257180.618535    256635.683917    225541.641055    203259.660952
  3.660000    281410.723570    277735.563483    243715.903678    208528.477833
  3.670000    300095.623190    295924.021449    254817.930443    211362.607933
  3.680000    312694.625039    303779.712884    260207.794655    214590.858536
  3.690000    318544.659606    306312.586076    257682.502933    214682.812043
  3.700000    317719.729788    300557.487501    247683.324528    214992.164482
  3.710000    308337.253274    286887.109606    231987.558098    212440.107765
  3.720000    292221.081948    266389.395918    209588.891404    211044.262214
  3.730000    270583.305557    241943.632222    185502.472055    208217.655915
  3.740000    245140.526621    214189.464812    160187.147171    203157.956041
  3.750000    218516.478589    185522.951167    134579.642978    197895.280688
  3.760000    188491.587635    156008.470327    110486.069086    190708.611758
  3.770000    160926.979215    131030.789084    89615.715530    181677.601428
  3.780000    133648.093764    106748.895638    71644.279294    173154.007410
  3.790000    108794.831669    86346.028531    56638.319229    161703.183200
  3.800000    89235.414651    69148.476518    44693.449693    150321.007402
  3.810000    71486.880954    55080.666196    35325.859990    138934.754364
  3.820000    57450.382847    44388.447143    27555.409627    126450.363372
  3.830000    45725.571191    35742.371295    22912.732169    114304.245760
  3.840000    37272.042268    29934.904797    19103.462418    102849.108845
  3.850000    30828.524646    25357.048612    16637.520505    91898.197847
  3.860000    26945.623301    22766.561150    15740.633585    81927.946454
  3.870000    23972.693307    21544.235135    15163.128993    73348.212565
  3.880000    22542.719947    20753.964858    15166.245726    65984.810655
  3.890000    22359.236027    21152.222120    16223.361753    59284.968469
  3.900000    23392.728915    22855.798399    17668.643180    54762.311043
  3.910000    25302.541172    24603.523228    19654.946443    50610.330559
  3.920000    27306.256189    27613.371146    22398.695523    47422.265433
  3.930000    30672.456630    30808.230107    26007.139404    45358.459404
  3.940000    34047.145058    34406.706398    29078.660657    43701.425934
  3.950000    37907.997875    38225.798281    32778.664430    42892.982609
  3.960000    41904.822817    41890.307363    36391.309843    42561.251204
  3.970000    45729.796564    46039.535509    39713.603447    41239.216606
  3.980000    48837.645450    49110.268095    42278.370693    41560.528270
  3.990000    51747.211800    51603.088222    44146.168240    40812.292952
  4.000000    54144.258196    52916.794103    44845.314297    40569.240457
  4.010000    54967.902973    53244.613951    44727.721928    40346.256641
  4.020000    54483.792249    52314.659946    43100.417095    39660.419119
  4.030000    52946.342110    50289.441440    40868.538034    39623.470167
  4.040000    50090.496369    47435.113071    37808.432499    38307.841367
  4.050000    47464.595828    43765.138354    33995.005835    37796.369074
  4.060000    43644.853271    39209.480538    29650.922988    36829.470838
  4.070000    39308.423647    34688.294778    26159.078333    35624.811805
  4.080000    34390.962099    30313.185315    22198.945843    34053.377599
  4.090000    29408.030539    26016.997071    18116.045878    32848.698920
  4.100000    25275.107923    21658.754137    15289.054732    30764.878921
  4.110000    21290.919518    18224.287907    12756.437203    28756.977287
  4.120000    17469.192708    15110.382293    10396.618604    27206.755847
  4.130000    14359.199375    12489.310078    8404.052471    24843.894368
  4.140000    11818.681696    10317.066480    7013.968821    22776.962078
  4.150000    9495.443267    8588.261992    6204.494526    20699.461232
  4.160000    7565.549447    7239.907396    5272.191676    18099.798376
  4.170000    6271.609701    6062.863523    4521.998020    16409.064918
  4.180000    5054.587542    5512.154136    4195.264752    14106.406845
  4.190000    4379.647251    4640.950275    3702.086206    12296.184991
  4.200000    3661.505243    4359.272974    3465.894680    10785.085886
  4.210000    3194.343857    3984.093694    3202.638974    9458.859081
  4.220000    2726.087956    3602.628612    3073.624517    8136.895964
  4.230000    2486.708984    3474.408350    2952.917219    6898.413327
  4.240000    2294.782991    3186.442370    2802.057023    5860.639979
  4.250000    1992.101023    3123.411855    2585.622936    5145.263003
  4.260000    1876.107856    2917.398839    2584.570977    4647.493992
  4.270000    1871.870754    2852.234192    2464.923614    4070.551194
  4.280000    1665.173459    2842.791642    2499.266867    3610.883660
  4.290000    1597.687833    2771.329484    2463.893687    3465.048782
  4.300000    1542.834672    2649.408684    2380.661907    3135.342249
  4.310000    1460.600413    2485.479148    2297.411749    2979.994594
  4.320000    1501.725275    2567.442863    2182.957297    2862.703076
  4.330000    1448.996606    2491.783811    2226.675529    2714.758764
  4.340000    1381.503586    2516.998749    2326.539690    2695.734756
  4.350000    1384.670125    2419.253832    2213.133499    2677.763746
  4.360000    1348.809107    2417.174614    2271.398681    2712.676149
  4.370000    1389.935102    2440.273701    2260.993158    2741.183574
  4.380000    1527.045132    2397.210217    2244.349349    2763.394011
  4.390000    1546.001379    2534.864234    2373.362351    2748.602044
  4.400000    1552.353178    2658.868006    2374.416270    2807.745987
  4.410000    1788.566017    2732.429133    2429.554142    2846.857449
  4.420000    1814.932231    2792.342322    2584.588530    2969.443775
  4.430000    2036.416685    2989.919393    2695.921539    3006.418420
  4.440000    2174.547930    3028.812396    2699.029101    2966.264064
  4.450000    2267.350453    3331.469144    2839.509036    2935.622606
  4.460000    2399.183114    3378.750930    3151.670750    2904.975436
  4.470000    2707.106560    3381.901527    3129.798553    3023.296997
  4.480000    2761.953948    3640.432502    3218.243833    3089.889629
  4.490000    2891.677236    3554.259865    3165.177437    3022.281421
  4.500000    2850.542319    3708.742559    3164.139720    3000.080773
  4.510000    2766.174740    3573.169844    3111.084526    2895.463411
  4.520000    2896.934965    3631.002653    3171.434050    3022.292757
  4.530000    2677.569965    3402.930517    2940.444060    2985.299730
  4.540000    2587.949134    3377.718466    2882.167183    2828.906135
  4.550000    2655.428949    3155.972146    2736.498171    2947.236654
  4.560000    2455.068575    2889.030144    2456.604674    2760.220457
  4.570000    2239.937809    2777.624113    2367.136826    2818.333475
  4.580000    2016.367496    2638.889347    2189.202216    2846.838527
  4.590000    1887.712416    2410.862241    2059.136801    2637.635949
  4.600000    1717.923375    2222.726417    1958.205738    2578.438968
  4.610000    1615.621260    2147.077581    1869.759026    2573.198200
  4.620000    1422.631541    2057.731390    1808.379706    2534.060813
  4.630000    1334.057740    1901.150368    1688.718073    2383.998598
  4.640000    1310.837551    1799.214847    1730.329769    2296.307419
  4.650000    1163.193481    1764.527285    1588.845717    2302.616705
  4.660000    1105.200870    1704.633612    1546.176742    2058.515643
  4.670000    972.331370    1627.886600    1501.425657    2047.956395
  4.680000    1044.043116    1632.127511    1432.758252    1908.472731
  4.690000    926.966845    1533.337896    1492.075286    1923.261384
  4.700000    867.927055    1521.752696    1346.397229    1784.832886
  4.710000    875.295200    1437.673952    1452.533146    1727.764297
  4.720000    829.949053    1395.654292    1371.375790    1678.097106
  4.730000    791.991544    1419.800811    1291.250021    1604.134029
  4.740000    738.205255    1393.531463    1336.004144    1551.315861
  4.750000    705.516694    1311.565548    1346.403579    1574.541870
  4.760000    748.755572    1332.578257    1302.691340    1555.508360
  4.770000    693.920452    1287.403003    1286.059065    1546.005937
  4.780000    726.604884    1294.757032    1253.789572    1435.046704
  4.790000    721.333378    1280.043262    1278.773532    1490.012006
  4.800000    755.080836    1271.646282    1284.996550    1510.077374
  4.810000    742.418428    1236.945635    1269.397651    1450.899277
  4.820000    788.828450    1297.904179    1317.264101    1431.889629
  4.830000    749.805161    1243.256217    1271.488583    1495.273232
  4.840000    798.302474    1280.048378    1298.538085    1473.097791
  4.850000    852.095680    1329.428464    1314.146005    1433.995807
  4.860000    816.239625    1337.835194    1282.921282    1418.148113
  4.870000    855.257822    1375.672533    1313.095817    1483.654922
  4.880000    902.722243    1331.545292    1312.064012    1453.024181
  4.890000    897.440021    1381.982011    1333.921767    1414.976159
  4.900000    964.943724    1298.953028    1332.861875    1439.269394
  4.910000    1027.163656    1351.504517    1376.568142    1381.157264
