# XDI/1.0 BlueSky/1.5.0
# Beamline.name: BMM (06BM) -- Beamline for Materials Measurement
# Beamline.xray_source: NSLS-II three-pole wiggler
# Beamline.collimation: paraboloid mirror, 5 nm Rh on 30 nm Pt
# Beamline.focusing: not in use
# Beamline.harmonic_rejection: flat mirror, Si stripe, pitch = 2.00 mrad
# Detector.I0: 10 cm N2
# Detector.I1: 25 cm N2
# Detector.I2: 25 cm N2
# Detector.fluorescence: SII Vortex ME4 (4-element silicon drift)
# Detector.deadtime_correction: DOI: 10.1107/S0909049510009064
# Element.symbol: V
# Element.edge: K
# Facility.name: NSLS-II
# Facility.current: 0.0 mA
# Facility.energy: 3.0 GeV
# Facility.mode: top-off
# Facility.GUP: 303443
# Facility.SAF: 303928
# Mono.name: Si(111)
# Mono.d_spacing: 3.1356369 Å
# Mono.encoder_resolution: 0.0000050 deg/ct
# Mono.angle_offset: 16.0568400 deg
# Mono.scan_mode: pseudo channel cut
# Mono.scan_type: step
# Mono.direction: forward in energy
# Sample.x_position: -113.866 mm
# Sample.y_position: 95.228 mm
# Sample.name: Ca0.25V2O5
# Sample.prep: slurry dried on SS 200 mesh 1 M ZnSO4
# Scan.experimenters: Chris Patridge
# Scan.edge_energy: 5465.0
# Scan.start_time: 2019-03-21T08:45:01
# Scan.end_time: 2019-03-21T09:00:56
# Scan.transient_id: 6986
# Scan.uid: 48c3dcf1-020e-4671-8c71-cc0db04dff01
# Scan.plot_hint: (DTC1 + DTC2 + DTC3 + DTC4) / I0  --  ($8+$9+$10+$11) / $5
# Column.1: energy eV
# Column.2: requested_energy eV
# Column.3: measurement_time seconds
# Column.4: xmu 
# Column.5: I0 nA
# Column.6: It nA
# Column.7: Ir nA
# Column.8: DTC1 dead-time corrected count rate
# Column.9: DTC2 dead-time corrected count rate
# Column.10: DTC3 dead-time corrected count rate
# Column.11: DTC4 dead-time corrected count rate
# Column.12: ROI1 counts
# Column.13: ICR1 counts
# Column.14: OCR1 counts
# Column.15: ROI2 counts
# Column.16: ICR2 counts
# Column.17: OCR2 counts
# Column.18: ROI3 counts
# Column.19: ICR3 counts
# Column.20: OCR3 counts
# Column.21: ROI4 counts
# Column.22: ICR4 counts
# Column.23: OCR4 counts
# ///////////
# 48 hr rest
# -----------
# energy  requested_energy  measurement_time  xmu  I0  It  Ir  DTC1  DTC2  DTC3  DTC4  ROI1  ICR1  OCR1  ROI2  ICR2  OCR2  ROI3  ICR3  OCR3  ROI4  ICR4  OCR4
  5821.057  5821.050  2.420  942.585501  190.607495  0.003294  -0.015475  50285.770729  54364.047268  33262.136024  41751.907230  49271.0  73543.0  72680.0  53341.0  78515.0  77747.0  32605.0  71056.0  70232.0  40934.0  71682.0  70868.0
  5824.745  5824.740  2.430  942.217482  191.451996  0.003304  -0.006970  50460.081076  55119.347077  33107.036093  41702.952904  49444.0  73749.0  72886.0  54112.0  79250.0  78522.0  32446.0  70922.0  70081.0  40875.0  72126.0  71289.0
  5828.446  5828.450  2.440  949.104798  192.243356  0.001851  -0.024151  51077.725559  55284.820969  33734.644448  42361.900700  50030.0  74735.0  73838.0  54271.0  79430.0  78694.0  33090.0  71617.0  70833.0  41499.0  72923.0  72043.0
  5832.183  5832.180  2.450  950.722637  192.988925  0.000972  -0.028896  51126.923174  55883.071093  33973.911922  42495.033351  50092.0  74968.0  74088.0  54790.0  80263.0  79425.0  33322.0  72291.0  71497.0  41614.0  73623.0  72711.0
  5835.927  5835.930  2.470  957.240210  194.588890  0.003633  -0.021244  52094.896179  56571.324076  34526.757029  43075.332743  51031.0  76227.0  75324.0  55536.0  81221.0  80479.0  33884.0  73165.0  72406.0  42179.0  74193.0  73268.0
  5839.699  5839.700  2.480  960.239038  195.324680  0.002744  -0.024035  52397.215889  56856.445158  34962.724191  43341.997114  51351.0  76720.0  75848.0  55787.0  82060.0  81273.0  34276.0  74118.0  73278.0  42484.0  74602.0  73749.0
  5843.495  5843.490  2.490  958.538072  196.158432  0.002167  -0.021551  52535.236835  56970.191914  34743.989639  43775.906979  51436.0  77067.0  76117.0  55891.0  81770.0  80969.0  34067.0  74187.0  73356.0  42879.0  75244.0  74334.0
  5847.290  5847.290  2.500  961.460265  196.959690  0.002671  -0.017825  53109.187880  57694.816092  34808.367196  43756.544022  52020.0  77567.0  76645.0  56596.0  82657.0  81844.0  34125.0  74353.0  73508.0  42875.0  75672.0  74784.0
  5851.122  5851.120  2.520  967.806793  198.423911  0.002737  -0.010216  53806.988488  58426.318126  35590.358852  44212.343678  52675.0  78700.0  77727.0  57312.0  83824.0  83002.0  34882.0  75500.0  74626.0  43315.0  76095.0  75189.0
  5854.971  5854.970  2.530  970.298115  199.062005  0.002707  -0.022441  53776.242862  58978.176372  35522.533654  44872.534923  52663.0  79002.0  78052.0  57864.0  84877.0  84067.0  34818.0  76082.0  75209.0  43942.0  77308.0  76361.0
  5858.832  5858.830  2.540  973.357280  199.611267  0.002441  -0.018300  54253.954605  59004.281467  35906.982881  45127.860671  53147.0  79697.0  78766.0  57889.0  84564.0  83750.0  35213.0  76201.0  75364.0  44166.0  77637.0  76641.0
  5862.715  5862.710  2.550  974.957249  199.793274  0.002402  -0.034964  53980.369771  59673.874563  35977.013840  45158.642445  52874.0  79302.0  78362.0  58495.0  85530.0  84639.0  35256.0  76391.0  75496.0  44213.0  77802.0  76832.0
  5866.616  5866.610  2.570  980.724105  199.465457  0.001553  -0.027731  54774.537073  59469.496782  36144.831848  45231.716342  53592.0  80276.0  79239.0  58284.0  85705.0  84792.0  35389.0  77089.0  76119.0  44329.0  78113.0  77214.0
  5870.544  5870.540  2.580  986.381956  150.480810  0.002367  -0.021322  41780.159137  44855.569003  27479.469369  34316.357859  41072.0  63310.0  62669.0  44216.0  65578.0  65108.0  27039.0  59833.0  59260.0  33738.0  61541.0  60912.0
  5874.486  5874.480  2.590  984.331854  205.850454  0.001951  -0.016617  56783.117349  61718.562114  37448.125189  46675.354720  55577.0  82977.0  81953.0  60476.0  88553.0  87613.0  36687.0  79927.0  78988.0  45696.0  80749.0  79754.0
  5878.446  5878.440  2.600  986.891367  205.899941  0.002355  -0.025346  57018.638596  61971.168063  37256.899011  46954.168789  55760.0  83058.0  81961.0  60733.0  89023.0  88093.0  36521.0  79735.0  78840.0  45946.0  80855.0  79817.0
  5882.418  5882.410  2.620  991.910069  207.133453  0.003182  -0.015456  57595.205389  62503.610113  37931.914955  47427.027383  56361.0  83995.0  82943.0  61255.0  89881.0  88944.0  37146.0  80556.0  79575.0  46416.0  81390.0  80357.0
  5886.414  5886.410  2.630  994.460149  207.600606  0.002370  -0.029366  57497.062993  62811.100124  38588.888058  47553.478652  56307.0  84026.0  83033.0  61565.0  90180.0  89252.0  37814.0  81337.0  80403.0  46584.0  81950.0  80989.0
  5890.436  5890.430  2.640  992.131638  208.271021  0.002382  -0.027069  57628.832858  63248.504620  38051.366968  47703.565023  56418.0  84531.0  83507.0  61942.0  91043.0  90036.0  37264.0  81376.0  80389.0  46740.0  82246.0  81297.0
  5894.463  5894.460  2.650  998.703643  209.459977  0.001993  -0.027308  58497.923613  63727.334348  38529.526185  48433.657885  57255.0  86061.0  85009.0  62429.0  91729.0  90744.0  37703.0  82328.0  81272.0  47424.0  83003.0  81995.0
  5898.526  5898.520  2.670  1005.608087  210.743258  0.004164  -0.010594  59364.531361  64533.081513  38892.525946  49134.985456  58121.0  86822.0  85788.0  63221.0  92913.0  91924.0  38070.0  82789.0  81751.0  48091.0  84608.0  83555.0
  5902.596  5902.590  2.680  1009.895477  211.235698  0.002789  -0.026506  59666.265307  65021.360495  39125.068215  49513.281742  58383.0  87413.0  86325.0  63640.0  93450.0  92371.0  38314.0  83158.0  82151.0  48473.0  84438.0  83403.0
  5906.684  5906.680  2.690  1010.829941  211.545705  0.003163  -0.019328  59921.838349  65174.965422  39275.206441  49464.722293  58653.0  87871.0  86808.0  63886.0  93838.0  92894.0  38491.0  84062.0  83114.0  48427.0  84993.0  83956.0
  5910.810  5910.800  2.700  1010.583762  211.508482  0.003008  -0.026836  59591.170841  65117.599456  39307.531683  49730.735122  58328.0  87546.0  86479.0  63769.0  93951.0  92915.0  38523.0  84042.0  83092.0  48689.0  84964.0  83927.0
  5914.933  5914.930  2.720  1017.800963  209.896014  0.001934  -0.031705  59662.587041  64955.647659  39258.789960  49755.340637  58379.0  87022.0  85923.0  63636.0  93545.0  92540.0  38465.0  83868.0  82891.0  48715.0  84606.0  83568.0
  5919.086  5919.080  2.730  1030.014173  209.323771  0.002943  -0.015777  60729.744256  65110.540399  39738.239274  50027.926951  59420.0  90092.0  88975.0  63782.0  94806.0  93788.0  38924.0  85608.0  84600.0  48967.0  87975.0  86897.0
  5923.252  5923.250  2.740  1024.239817  216.363567  0.002558  -0.022528  62056.641609  66952.565278  41253.832675  51345.140289  60694.0  91668.0  90507.0  65546.0  96778.0  95696.0  40409.0  87088.0  86074.0  50254.0  88641.0  87554.0
  5927.438  5927.430  2.750  1029.948341  203.404814  0.002166  -0.014445  58723.870904  63648.941643  38662.962871  48460.675740  57563.0  86895.0  85941.0  62403.0  92091.0  91147.0  37879.0  82441.0  81456.0  47448.0  84064.0  83021.0
  5931.643  5931.640  2.770  1033.663457  212.247635  0.003141  -0.025974  61248.275037  66528.983512  40704.362882  50911.003260  59942.0  89983.0  88876.0  65218.0  96113.0  95148.0  39878.0  86415.0  85410.0  49855.0  87223.0  86177.0
  5935.875  5935.870  2.780  1041.999992  217.725440  0.003149  -0.018036  63591.744177  69274.719926  41478.346782  52525.096003  62175.0  93851.0  92640.0  67787.0  100124.0  98977.0  40596.0  88487.0  87387.0  51383.0  90608.0  89458.0
  5940.118  5940.110  2.790  1040.417002  201.278722  0.002544  -0.020973  58611.724321  63831.149908  38558.173561  48412.756894  57369.0  88312.0  87216.0  62618.0  93401.0  92497.0  37801.0  82835.0  81892.0  47407.0  85935.0  84885.0
  5944.383  5944.380  2.800  1044.660896  222.579139  0.003442  -0.025475  65179.498006  70727.670340  43018.730566  53593.823247  63765.0  95785.0  94617.0  69204.0  102457.0  101293.0  42129.0  91462.0  90401.0  52441.0  91639.0  90501.0
  5948.665  5948.660  2.820  1050.228149  223.092701  0.003060  -0.022864  65809.821395  70997.197965  43317.368979  54173.846072  64356.0  96709.0  95494.0  69502.0  103238.0  102116.0  42377.0  92114.0  90950.0  52989.0  92651.0  91470.0
  5952.964  5952.960  2.830  1050.798193  223.145029  0.002767  -0.025771  65578.275811  71265.537400  43399.027940  54237.551695  64107.0  97041.0  95788.0  69766.0  103502.0  102378.0  42458.0  92519.0  91353.0  53056.0  92957.0  91780.0
  5957.285  5957.280  2.840  1056.829792  223.440287  0.004803  -0.026883  65993.550177  71954.314374  43477.658828  54712.828601  64549.0  97867.0  96662.0  70405.0  104457.0  103277.0  42553.0  92459.0  91329.0  53561.0  93983.0  92869.0
  5961.622  5961.620  2.850  1059.038604  223.782002  0.003030  -0.024651  66288.894727  71879.503183  43630.104349  55195.276524  64779.0  98695.0  97396.0  70322.0  105230.0  104031.0  42706.0  93185.0  92058.0  53989.0  94520.0  93325.0
  5965.986  5965.980  2.870  1060.432935  224.888947  0.003369  -0.018961  66819.262973  72149.779820  44000.537918  55510.065888  65293.0  99516.0  98201.0  70611.0  106079.0  104908.0  43075.0  94170.0  93048.0  54308.0  95447.0  94262.0
  5970.362  5970.360  2.880  1070.514459  225.193903  0.003657  -0.019542  67478.342971  73077.944577  44448.390764  56068.650820  65924.0  101578.0  100233.0  71509.0  107495.0  106304.0  43503.0  95097.0  93947.0  54789.0  96732.0  95426.0
  5974.767  5974.760  2.890  1069.385008  225.498452  0.003685  -0.025136  67750.336795  73222.674853  43908.294727  56263.357266  66222.0  102426.0  101124.0  71604.0  109273.0  108007.0  42937.0  95422.0  94186.0  55003.0  97015.0  95746.0
  5979.174  5979.170  2.900  1073.148622  225.639472  0.003359  -0.027638  67399.640086  73965.888294  44221.167606  56557.992267  65854.0  102994.0  101648.0  72321.0  110686.0  109400.0  43244.0  97189.0  95946.0  55265.0  98706.0  97382.0
  5983.617  5983.610  2.920  1081.984909  225.958332  0.002595  -0.024820  68386.235840  74317.156400  44515.042503  57265.069989  66724.0  107040.0  105527.0  72641.0  114482.0  113149.0  43526.0  99517.0  98248.0  55960.0  101660.0  100326.0
  5988.064  5988.060  2.930  1112.176344  219.899158  0.004058  -0.027152  67482.594077  74721.482816  42559.331761  59803.233398  65269.0  152612.0  149807.0  72159.0  163319.0  160239.0  41294.0  138821.0  136517.0  57994.0  142550.0  140160.0
  5992.546  5992.540  2.940  1153.603620  231.242944  0.002594  -0.030020  73415.612716  80660.800352  44152.730509  68533.553508  70180.0  208232.0  203124.0  76859.0  222486.0  216640.0  42425.0  187855.0  183823.0  65810.0  193975.0  189806.0
  5997.035  5997.030  2.950  1177.330230  230.882946  0.004099  -0.027592  74454.807495  81919.798347  43971.386859  71479.479434  70871.0  230541.0  224410.0  77678.0  245348.0  238259.0  42108.0  207178.0  202419.0  68336.0  214877.0  209750.0
  6001.543  6001.540  2.970  1221.752037  231.712643  0.003170  -0.021273  76401.451697  85991.815689  44156.875043  76545.250700  72033.0  277028.0  268290.0  80559.0  297860.0  287225.0  41926.0  248152.0  241329.0  72527.0  257216.0  249848.0
  6006.073  6006.070  2.980  1241.911264  231.971211  0.003518  -0.028058  77244.540679  87014.581323  44549.321705  79279.215552  72560.0  294514.0  284643.0  81161.0  314773.0  302688.0  42213.0  262126.0  254733.0  74950.0  273167.0  265146.0
  6010.623  6010.620  2.990  1256.242199  232.445157  0.002336  -0.035139  78986.078210  88416.361878  44804.826771  79800.148211  74075.0  303563.0  293145.0  82261.0  323347.0  310383.0  42372.0  269713.0  261766.0  75367.0  279724.0  271390.0
  6015.192  6015.190  3.000  1256.581780  232.845344  0.003463  -0.029019  78850.386090  88502.828658  44626.321854  80609.680278  73965.0  303358.0  292980.0  82357.0  324146.0  311200.0  42232.0  269866.0  262074.0  76098.0  280984.0  272501.0
  6019.784  6019.780  3.020  1254.827407  234.027673  0.003792  -0.027630  79209.554942  88947.064703  45278.734375  80228.983606  74352.0  303400.0  293161.0  82831.0  323742.0  310961.0  42867.0  269714.0  261984.0  75806.0  279142.0  270857.0
  6024.396  6024.390  3.030  1265.405254  234.549515  0.003859  -0.026038  79977.739004  90115.182100  45706.932347  81000.334745  75085.0  302945.0  292726.0  83930.0  324164.0  311388.0  43281.0  269505.0  261805.0  76539.0  279252.0  270957.0
  6029.013  6029.010  3.040  1264.477907  235.142145  0.003115  -0.026980  80350.897569  89773.350013  45918.863266  81288.937060  75383.0  308370.0  297890.0  83578.0  329116.0  316138.0  43436.0  274275.0  266259.0  76781.0  283419.0  274977.0
  6033.663  6033.660  3.050  1278.488530  235.566232  0.004160  -0.034303  80856.372415  90712.687538  45754.892608  83844.773239  75675.0  319325.0  308030.0  84263.0  341125.0  327288.0  43225.0  283013.0  274595.0  78946.0  294913.0  285521.0
  6038.323  6038.320  3.070  1280.696281  236.904703  0.003848  -0.030168  81470.675510  91459.319846  46609.555013  83863.422440  76189.0  326425.0  314780.0  84809.0  348093.0  333547.0  43962.0  289240.0  280306.0  78988.0  301068.0  291689.0
  6043.018  6043.010  3.080  1279.085861  237.384666  0.004143  -0.019448  81671.831376  91697.664918  46229.120775  84036.752683  76537.0  318599.0  307612.0  85204.0  340627.0  326788.0  43686.0  283124.0  274714.0  79242.0  294337.0  285283.0
  6047.714  6047.710  3.090  1279.656618  238.740289  0.003562  -0.028101  81913.462211  92935.762680  46935.639463  83720.725822  76832.0  314002.0  303280.0  86497.0  335582.0  322288.0  44403.0  278745.0  270629.0  79074.0  289873.0  281273.0
  6052.431  6052.430  3.100  1275.982386  239.221973  0.002978  -0.032839  82435.973951  92468.448879  46939.314361  83399.287377  77377.0  313735.0  303200.0  86085.0  333866.0  320639.0  44409.0  278496.0  270373.0  78736.0  288727.0  279983.0
  6057.172  6057.170  3.120  1278.114043  240.072299  0.003624  -0.022022  82471.915504  92653.990425  47647.460472  84066.409848  77412.0  312649.0  302066.0  86340.0  334448.0  321456.0  45079.0  278563.0  270394.0  79411.0  288718.0  280084.0
  6061.931  6061.930  3.130  1287.009768  240.294452  0.003994  -0.027636  82958.264102  93667.510416  47694.191399  84941.340844  77859.0  314836.0  304176.0  87290.0  336886.0  323862.0  45165.0  279119.0  271176.0  80202.0  290466.0  281677.0
  6066.716  6066.710  3.140  1291.954324  240.693976  0.003674  -0.031049  83477.317988  94053.561339  48547.694719  84887.048637  78326.0  317906.0  307123.0  87484.0  339741.0  326044.0  45911.0  281795.0  273451.0  80217.0  292313.0  283727.0
  6071.513  6071.510  3.150  1303.736673  241.070925  0.004316  -0.032498  85264.651064  94409.787457  48651.804763  85966.763004  79901.0  323227.0  311992.0  87770.0  344995.0  331046.0  46012.0  286256.0  277888.0  81162.0  296526.0  287638.0
  6076.325  6076.320  3.170  1312.094355  242.183566  0.003975  -0.030143  85553.500872  96058.289571  48801.932706  87353.966983  80125.0  330834.0  319315.0  89179.0  352678.0  338125.0  46127.0  293014.0  284413.0  82296.0  304107.0  294520.0
  6081.162  6081.160  3.180  1323.319794  242.476608  0.003694  -0.027720  86319.500509  96876.794396  49168.936641  88508.864033  80657.0  338668.0  326334.0  89834.0  362142.0  347066.0  46367.0  301268.0  291951.0  83377.0  311616.0  301951.0
  6086.015  6086.010  3.190  1326.488088  242.518070  0.005683  -0.010659  86405.788617  97429.493266  48928.158098  88933.890640  80709.0  343889.0  331376.0  90271.0  366501.0  351056.0  46133.0  304549.0  295150.0  83637.0  316694.0  306474.0
  6090.893  6090.890  3.200  1328.478923  242.553933  0.004502  -0.019671  86233.254185  97426.188527  49431.720869  89136.623572  80500.0  344527.0  331780.0  90275.0  366258.0  350805.0  46629.0  304616.0  295325.0  83863.0  315331.0  305217.0
  6095.782  6095.780  3.220  1326.124755  243.596464  0.002442  -0.036237  87355.750974  97639.555145  49330.237552  88713.757971  81681.0  342822.0  330559.0  90604.0  365706.0  350692.0  46543.0  303200.0  293924.0  83573.0  312158.0  302393.0
  6100.692  6100.690  3.230  1327.771712  243.501379  0.004712  -0.021797  87369.295255  97741.937124  49676.118826  88526.891351  81752.0  340098.0  328052.0  90780.0  362525.0  347813.0  46905.0  300531.0  291462.0  83441.0  310858.0  301230.0
  6105.622  6105.620  3.240  1322.101226  243.515655  0.004166  -0.033126  86751.756870  97711.458236  49507.394940  87981.735405  81284.0  333266.0  321664.0  90807.0  356225.0  341743.0  46827.0  294281.0  285710.0  83051.0  305482.0  296291.0
  6110.575  6110.570  3.250  1326.000773  243.528313  0.003715  -0.028307  87194.223010  97416.969949  50190.459820  88117.077986  81697.0  331083.0  319457.0  90639.0  353321.0  339228.0  47482.0  291888.0  283355.0  83182.0  302887.0  293691.0
  6115.539  6115.540  3.270  1328.881673  244.162510  0.005346  -0.021496  87594.209639  97814.685774  50212.523053  88841.666200  82093.0  334495.0  322873.0  91094.0  355866.0  342002.0  47455.0  294624.0  285747.0  83916.0  304607.0  295531.0
  6120.533  6120.530  3.280  1332.727519  244.110899  0.004067  -0.028523  88197.711468  97844.151676  50610.389534  88681.060286  82672.0  337485.0  325870.0  90964.0  358768.0  344252.0  47886.0  296596.0  288018.0  83700.0  308226.0  298885.0
