XDAC V1.4 Datafile V1
"Fe_trilayer.002" created on 6/27/11 at 2:22:40 PM on X-23A2
Diffraction element= Si (311).  Ring energy= 2.80 GeV
E0= 7112.00
NUM_REGIONS= 4
SRB= -200 -20 30 60 13k
SRSS= 10 0.25 0.05k 0.05k
SPP= 1 1 1 0.25k
Settling time= 0.20


Offsets= 103.00 58.00 0.00 0.00 0.00 0.00 24.00 17.00 50.00 3391.00 10.00 10.00 8.00 19.00 89.00 0.00
Gains= 8.00 9.00 0.00 0.00 0.00 0.00 8.00 8.00 8.00 8.00 8.00 8.00 8.00 8.00 9.00 1.00
Fe edge of Daniel's KCo hexacyanoferrate/KNi hexacyanochromate/KCo trilayer
N2 in I0, Vortex

--------------------------------------------------------------------------------
        Energy            I0            It         Ifch1         Ifch2         Ifch3         Ifch4       Ifslow1       Ifslow2       Ifslow3       Ifslow4       Iffast1       Iffast2       Iffast3       Iffast4          Iref       IntTime
    7537.54192    10812.8740    10373.7640    10854.0000    10134.0000    13236.0000    14520.0000    38675.5920    39420.0860    43336.9000    39890.9780    38969.5800    39723.5800    43629.8640    44040.8020    25817.8620        2.6420
    7541.57768    10843.5350    10416.0100    10881.0000    10256.0000    13388.0000    14520.0000    38858.2800    39956.8650    43348.2500    40730.8950    39135.4500    40265.4500    43701.7600    44282.5550    25922.7050        2.6550
    7545.63542    10867.2990    10448.3140    10855.0000    10290.0000    13279.0000    14649.0000    39249.9920    39971.6610    43104.6500    39158.2030    39532.3300    40244.3300    43448.6640    44598.3270    26040.6370        2.6670
    7549.71021    10916.9600    10509.5600    10982.0000    10191.0000    13304.0000    14757.0000    39400.6800    39397.4400    43666.0000    39363.1200    39676.2000    39670.2000    43995.5600    44875.0800    26253.4800        2.6800
    7553.80208    10940.7240    10543.8640    10753.0000    10217.0000    13498.0000    14781.0000    39549.3920    39854.2360    44075.4000    38134.4280    39880.0800    40115.0800    44420.4640    44815.8520    26395.4120        2.6920
    7557.91601    10963.3850    10579.1100    11098.0000    10316.0000    13371.0000    14790.0000    39622.0800    40328.0150    44065.7500    38706.3450    39905.9500    40597.9500    44444.3600    45076.6050    26544.2550        2.7050
    7562.04706    11024.1490    10649.4140    11019.0000    10256.0000    13571.0000    15048.0000    39834.7920    40452.8110    44180.1500    40894.6530    40132.8300    40742.8300    44486.2640    45530.3770    26730.1870        2.7170
    7566.19525    11066.8100    10702.6600    11145.0000    10442.0000    13514.0000    15013.0000    39977.4800    40881.5900    44802.5000    44017.5700    40278.7000    41139.7000    45123.1600    45502.1300    26835.0300        2.7300
    7570.36560    11101.5740    10750.9640    11412.0000    10725.0000    13644.0000    14953.0000    40447.1920    41051.3860    44791.9000    44911.8780    40736.5800    41303.5800    45029.0640    45672.9020    26898.9620        2.7420
    7574.55313    11149.2350    10809.2100    11049.0000    10493.0000    13775.0000    14951.0000    40401.8800    41041.1650    44970.2500    45179.7950    40703.4500    41287.4500    45283.9600    45800.6550    27041.8050        2.7550
    7578.76286    11198.9990    10870.5140    11420.0000    10545.0000    13477.0000    15183.0000    40712.5920    41310.9610    44900.6500    45396.1030    41010.3300    41573.3300    45157.8640    46079.4270    27262.7370        2.7670
    7582.98983    11254.6600    10936.7600    11255.0000    10602.0000    13667.0000    14940.0000    40927.2800    41735.7400    45375.0000    44958.0200    41230.2000    42018.2000    45611.7600    45734.1800    27577.5800        2.7800
    7587.23406    11282.4240    10979.0640    11356.0000    10702.0000    13587.0000    15097.0000    40817.9920    41435.5360    44966.4000    45867.3280    41111.0800    41700.0800    45210.6640    46212.9520    27886.5120        2.7920
    7591.49558    11361.0850    11068.3100    11243.0000    10344.0000    13835.0000    15260.0000    40860.6800    41852.3150    45646.7500    45839.2450    41148.9500    42061.9500    45935.5600    46734.7050    28316.3550        2.8050
    7595.77940    11421.8490    11143.6140    11531.0000    10738.0000    13979.0000    15437.0000    41317.3920    42317.1110    45885.1500    41615.5530    41651.8300    42579.8300    46235.4640    46954.4770    28649.2870        2.8170
    7600.08556    11489.5100    11221.8600    11623.0000    10703.0000    13841.0000    15586.0000    41770.0800    42216.8900    46037.5000    41705.4700    42092.7000    42497.7000    46390.3600    47426.2300    28949.1300        2.8300
    7604.40407    11541.2740    11286.1640    11557.0000    10631.0000    13887.0000    15298.0000    41991.7920    42334.6860    46366.9000    43245.7780    42310.5800    42573.5800    46667.2640    47138.0020    29167.0620        2.8420
    7608.74497    11587.9350    11346.4100    11485.0000    10792.0000    14146.0000    15350.0000    42029.4800    42401.4650    46657.2500    44365.6950    42328.4500    42706.4500    46962.1600    47474.7550    29361.9050        2.8550
    7613.10828    11631.6990    11401.7140    11545.0000    10903.0000    13906.0000    15547.0000    41833.1920    42886.2610    46505.6500    45410.0030    42167.3300    43210.3300    46792.0640    47685.5270    29578.8370        2.8670
    7617.48401    11673.3600    11456.9600    11832.0000    10773.0000    14112.0000    15624.0000    42251.8800    43318.0400    47195.0000    46348.9200    42542.2000    43600.2000    47472.9600    48049.2800    29822.6800        2.8800
    7621.88221    11696.1240    11493.2640    11846.0000    10966.0000    14320.0000    15558.0000    42386.5920    43075.8360    47477.4000    46096.2280    42716.0800    43385.0800    47772.8640    47807.0520    30018.6120        2.8920
    7626.30290    11737.7850    11548.5100    11919.0000    10952.0000    14189.0000    15436.0000    42793.2800    43320.6150    47363.7500    45275.1450    43084.9500    43595.9500    47617.7600    47762.8050    30231.4550        2.9050
    7630.73607    11770.5490    11592.8140    11693.0000    10978.0000    14220.0000    15787.0000    42364.9920    43540.4110    47234.1500    43328.4530    42689.8300    43857.8300    47546.6640    48475.5770    30361.3870        2.9170
    7635.19179    11810.2100    11645.0600    11847.0000    11161.0000    14635.0000    15992.0000    43131.6800    43395.1900    48167.5000    44765.3700    43452.7000    43729.7000    48485.5600    48674.3300    30536.2300        2.9300
    7639.66506    11852.9740    11701.3640    11855.0000    11098.0000    14374.0000    16060.0000    42973.3920    44183.9860    48116.9000    47398.6780    43259.5800    44445.5800    48432.4640    49025.1020    30736.1620        2.9420
    7644.16094    11879.6350    11740.6100    11844.0000    10901.0000    14227.0000    15794.0000    43204.0800    44036.7650    47596.2500    47522.5950    43479.4500    44326.4500    47852.3600    48715.8550    30930.0050        2.9550
    7648.67441    11892.3990    11765.9140    11994.0000    11038.0000    14504.0000    15670.0000    43297.7920    44268.5610    47952.6500    45805.9030    43566.3300    44570.3300    48192.2640    48414.6270    31123.9370        2.9670
    7653.20550    11902.0600    11790.1600    12005.0000    11044.0000    14311.0000    15883.0000    43372.4800    44368.3400    47807.0000    45456.8200    43681.2000    44686.2000    48080.1600    49064.3800    31303.7800        2.9800
    7657.75424    11917.8240    11820.4640    12094.0000    10981.0000    14463.0000    16069.0000    43353.1920    44130.1360    48580.4000    42726.1280    43671.0800    44398.0800    48943.0640    49350.1520    31479.7120        2.9920
    7662.32569    11946.4850    11861.7100    12051.0000    11158.0000    14295.0000    16120.0000    43425.8800    44465.9150    48063.7500    42385.0450    43736.9500    44757.9500    48425.9600    49263.9050    31662.5550        3.0050
    7666.91483    11962.2490    11891.0140    12228.0000    11064.0000    14380.0000    16097.0000    43806.5920    44656.7110    48636.1500    42209.3530    44176.8300    44952.8300    49030.8640    49330.6770    31801.4870        3.0170
    7671.52169    11985.9100    11927.2600    12023.0000    10966.0000    14669.0000    16009.0000    43495.2800    44403.4900    48558.5000    40169.2700    43830.7000    44709.7000    48959.7600    49373.4300    31940.3300        3.0300
    7676.14630    12017.6740    11973.5640    12082.0000    11226.0000    14714.0000    16454.0000    43990.9920    44730.2860    48431.9000    39335.5780    44363.5800    45081.5800    48882.6640    49685.2020    32089.2620        3.0420
    7680.79372    12050.3350    12021.8100    12147.0000    11355.0000    14764.0000    16316.0000    43890.6800    45220.0650    48944.2500    39928.4950    44258.4500    45539.4500    49334.5600    50146.9550    32226.1050        3.0550
    7685.45893    12067.0990    12052.1140    12003.0000    11149.0000    14822.0000    16386.0000    44193.3920    45214.8610    49366.6500    39787.8030    44546.3300    45535.3300    49789.4640    50106.7270    32330.0370        3.0670
    7690.14195    12105.7600    12105.3600    12049.0000    11258.0000    14838.0000    16292.0000    44338.0800    44838.6400    49145.0000    39897.7200    44686.2000    45150.2000    49591.3600    50125.4800    32484.8800        3.0800
    7694.84282    12127.5240    12140.6640    12003.0000    11401.0000    14674.0000    16528.0000    44249.7920    45238.4360    48999.4000    40181.0280    44614.0800    45552.0800    49437.2640    50359.2520    32621.8120        3.0920
    7699.56660    12165.1850    12194.9100    12254.0000    11399.0000    14904.0000    16306.0000    44931.4800    45528.2150    49556.7500    46333.9450    45274.9500    45789.9500    49869.1600    50927.0050    32857.6550        3.1050
    7704.30828    12176.9490    12223.2140    12265.0000    11441.0000    14755.0000    16306.0000    44789.1920    46062.0110    49608.1500    46275.2530    45164.8300    46367.8300    49930.0640    50399.7770    33048.5870        3.1170
    7709.06787    12211.6100    12272.4600    12345.0000    11291.0000    14872.0000    16481.0000    45042.8800    45775.7900    49732.5000    43477.1700    45382.7000    46072.7000    50095.9600    50864.5300    33305.4300        3.1300
    7713.84539    12232.3740    12311.7640    12188.0000    11492.0000    14821.0000    16319.0000    45213.5920    46351.5860    50195.9000    44371.4780    45610.5800    46668.5800    50587.8640    51096.3020    33524.3620        3.1420
    7718.64595    12245.0350    12335.0100    12322.0000    11485.0000    14938.0000    16640.0000    46553.2800    46761.3650    51293.2500    50935.3950    46866.4500    47079.4500    51613.7600    52559.0550    33708.2050        3.1550
    7723.45942    12262.7990    12368.3140    12321.0000    11472.0000    14908.0000    16573.0000    47173.9920    48185.1610    52793.6500    53412.7030    47541.3300    48479.3300    53041.6640    53375.8270    33922.1370        3.1670
    7728.29597    12300.4600    12392.5600    12588.0000    11567.0000    15408.0000    16754.0000    52760.6800    53386.9400    59002.0000    62519.6200    53179.2000    53747.2000    59339.5600    61361.5800    34119.9800        3.1800
    7733.15055    12313.2240    12299.8640    13176.0000    11613.0000    16779.0000    17885.0000    77308.3920    76565.7360    88977.4000    97012.9280    78199.0800    77468.0800    89890.4640    96205.3520    33960.9120        3.1920
    7738.02828    12341.8850    12311.1100    13304.0000    11920.0000    17238.0000    18369.0000    83981.0800    82722.5150    96488.7500   102323.8450    85134.9500    83801.9500    97596.3600   105300.1050    34066.7550        3.2050
    7742.91899    12360.6490    12408.4140    12955.0000    11694.0000    16610.0000    17742.0000    71622.7920    70779.3110    81813.1500    84854.1530    72434.8300    71627.8300    82652.2640    87854.8770    34405.6870        3.2170
    7747.83291    12349.3100    12407.6600    13404.0000    11709.0000    16504.0000    17893.0000    72425.4800    71762.0900    83160.5000    84403.0700    73260.7000    72583.7000    84091.1600    89639.6300    34474.5300        3.2300
    7752.76495    12327.0740    12398.9640    12987.0000    11709.0000    16745.0000    17908.0000    72273.1920    72600.8860    83553.9000    88000.3780    73106.5800    73371.5800    84398.0640    90574.4020    34532.4620        3.2420
    7757.71515    12404.7350    12490.2100    13014.0000    11865.0000    16512.0000    17978.0000    73873.8800    73277.6650    84031.2500    86121.2950    74760.4500    74085.4500    84861.9600    90849.1550    34866.3050        3.2550
