MRCAT_XAFS V0.4 Datafile
"Mn_MnO2_5B_kapton.002" created at APS 10BM on Tue Jul  9 15:35:15 2019 CDT
Ring energy= 7.00 GeV
E0= 6540.00
NUM_REGIONS= 1
SRB= 6390
SRSS= 0.35
SPP= 0.1
Settling time= 0


Offsets= 11317.00 11302.00 26173.00 14775.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 8.00 10.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
MnO2 5B kapton tape
3000 x 806
4 layers
------------------------------------------------------------------------------------------------
   energy       Io       It     Iref       If 
 6839.7548  77210 51920 3860 0
 6840.0931  77290 52000 3830 0
 6840.4254  77280 52000 3840 0
 6840.7578  77290 52060 3950 0
 6841.0923  77310 52090 3920 20
 6841.4267  77330 52080 3970 -10
 6841.7652  77380 52200 3910 -10
 6842.1017  77340 52180 3970 20
 6842.4362  77430 52240 4040 20
 6842.7787  77300 52240 4110 10
 6843.1193  77370 52270 4060 10
 6843.4579  77370 52280 3960 0
 6843.8005  77430 52350 3970 0
 6844.1412  77340 52280 4200 10
 6844.4799  77430 52350 4040 10
 6844.8147  77390 52350 4060 0
 6845.1496  77490 52420 3890 10
 6845.4844  77480 52440 3880 -10
 6845.8213  77430 52410 4110 10
 6846.1563  77450 52460 4060 20
 6846.4912  77470 52450 4030 0
 6846.8302  77560 52560 4050 -10
 6847.1632  77520 52510 4020 0
 6847.5003  77530 52530 4010 20
 6847.8414  77560 52600 4020 10
 6848.1765  77580 52560 3940 20
 6848.5176  77520 52610 4010 0
 6848.8608  77670 52710 3920 0
 6849.198   77540 52670 4000 10
 6849.5392  77590 52660 4110 0
 6849.8805  77580 52720 4040 0
 6850.2198  77600 52750 4010 0
 6850.5572  77640 52780 4000 10
 6850.8926  77570 52790 3960 10
 6851.2301  77620 52840 4040 10
 6851.5675  77590 52840 4160 0
 6851.9051  77730 52960 4120 -10
 6852.2426  77580 52850 4150 20
 6852.5782  77750 53010 4160 0
 6852.9138  77700 53000 4260 10
 6853.2495  77720 53020 4030 10
 6853.5892  77750 53080 4150 -10
 6853.9289  77710 53070 4070 10
 6854.2706  77780 53160 4080 0
 6854.6124  77720 53150 4110 20
 6854.9522  77760 53220 3990 0
 6855.296   77820 53250 4110 10
 6855.6379  77870 53330 4120 0
 6855.9778  77760 53330 4100 10
 6856.3118  77920 53460 3990 10
 6856.6458  77870 53420 3990 10
 6856.9818  77900 53500 3960 -10
 6857.3199  77890 53530 4110 20
 6857.658   77790 53490 4140 20
 6857.9961  77930 53600 4020 20
 6858.3343  77880 53600 4010 0
 6858.6705  77880 53640 4150 0
 6859.0068  77920 53710 4000 10
 6859.347   77870 53720 4140 0
 6859.6913  77910 53770 4110 0
 6860.0337  77960 53830 4070 0
 6860.374   77950 53870 4090 0
 6860.7164  77980 53920 4280 10
 6861.0569  77910 53900 4110 0
 6861.3954  77990 53970 4140 20
 6861.7359  78000 54000 4190 -10
 6862.0724  78070 54070 4110 0
 6862.409   78020 54100 4070 10
 6862.7477  78060 54180 4200 20
 6863.0863  77950 54140 4170 20
 6863.425   78000 54210 4200 0
 6863.7618  78050 54300 4090 0
 6864.0966  78130 54340 4250 10
 6864.4354  78090 54370 4070 0
 6864.7742  78150 54370 4140 10
 6865.1131  78180 54460 4150 20
 6865.452   78140 54410 4080 0
 6865.7949  78180 54470 4210 10
 6866.1419  78070 54420 4140 -10
 6866.4849  78130 54440 4150 20
 6866.8279  78130 54480 4190 -10
 6867.171   78130 54500 4150 -10
 6867.5081  78110 54520 4120 10
 6867.8472  78170 54600 4270 20
 6868.1864  78250 54640 4250 10
 6868.5177  78260 54650 4180 10
 6868.8549  78180 54630 4290 10
 6869.1962  78140 54610 4200 0
 6869.5356  78220 54690 4170 0
 6869.8749  78330 54740 4200 20
 6870.2123  78130 54630 4080 10
 6870.5518  78290 54790 4140 -10
 6870.8952  78280 54770 4230 10
 6871.2367  78280 54770 4180 0
 6871.5802  78340 54840 4170 20
 6871.9238  78350 54890 4140 -10
 6872.2654  78380 54900 4140 -10
 6872.6071  78330 54870 4100 20
 6872.9467  78360 54960 4080 10
 6873.2865  78280 54920 4040 0
 6873.6262  78450 55020 4070 0
 6873.964   78340 54980 4070 -10
 6874.2958  78420 55060 4190 10
 6874.6337  78390 55070 4100 10
 6874.9756  78420 55080 4200 10
 6875.3135  78400 55090 4330 10
 6875.6495  78440 55140 4360 0
 6875.9915  78490 55200 4380 0
 6876.3315  78430 55170 4120 0
 6876.6735  78510 55290 4260 0
 6877.0177  78410 55240 4210 10
 6877.3618  78520 55290 4240 -10
 6877.71    78440 55280 4110 10
 6878.0542  78540 55380 4210 20
 6878.3984  78530 55340 4270 10
 6878.7427  78570 55420 4240 0
 6879.085   78490 55400 4260 10
 6879.4254  78530 55460 4280 0
 6879.7658  78540 55480 4190 10
 6880.1022  78480 55490 4290 10
 6880.4386  78570 55590 4290 0
 6880.7771  78530 55570 4140 10
 6881.1176  78650 55720 4230 0
 6881.4582  78450 55620 4160 10
 6881.7988  78650 55760 4190 0
 6882.1394  78530 55730 4180 0
 6882.4841  78670 55830 4360 -10
 6882.8288  78600 55830 4260 20
 6883.1715  78630 55880 4280 10
 6883.5163  78590 55870 4350 20
 6883.8611  78600 55880 4360 0
 6884.204   78700 56010 4310 0
 6884.5449  78610 55970 4230 0
 6884.8878  78710 56040 4340 10
 6885.2287  78600 55990 4260 10
 6885.5697  78690 56090 4350 10
 6885.9087  78630 56090 4280 0
 6886.2478  78660 56140 4270 0
 6886.5889  78660 56130 4230 10
 6886.926   78670 56160 4300 0
 6887.2672  78690 56170 4280 20
 6887.6124  78670 56150 4260 -20
 6887.9536  78680 56160 4120 20
 6888.2949  78630 56150 4240 10
 6888.6382  78610 56160 4250 10
 6888.9795  78670 56200 4370 10
 6889.3229  78750 56260 4220 0
 6889.6683  78810 56330 4250 10
 6890.0138  78760 56270 4430 0
 6890.3573  78830 56300 4430 10
 6890.6988  78760 56300 4270 0
 6891.0424  78820 56320 4140 0
 6891.384   78860 56330 4310 10
 6891.7236  78780 56280 4190 0
 6892.0632  78850 56380 4380 10
 6892.4029  78790 56270 4370 20
 6892.7426  78710 56260 4200 -20
 6893.0804  78840 56340 4310 10
 6893.4242  78810 56330 4270 10
 6893.766   78840 56350 4200 20
 6894.1119  78790 56330 4230 -10
 6894.4598  78780 56320 4260 10
 6894.8038  78830 56370 4350 0
 6895.1478  78840 56400 4440 0
 6895.4918  78790 56400 4270 20
 6895.8379  78800 56400 4160 0
 6896.18    78870 56450 4430 0
 6896.5201  78900 56490 4380 0
 6896.8622  78970 56510 4430 10
 6897.2064  78940 56510 4250 10
 6897.5466  78960 56540 4200 20
 6897.8869  78960 56560 4300 -30
 6898.2272  78950 56630 4480 20
 6898.5675  78970 56630 4550 0
 6898.9099  79070 56730 4410 20
 6899.2523  79010 56710 4520 20
 6899.5927  79100 56870 4370 0
 6899.9372  79000 56790 4440 0
 6900.2837  79060 56840 4430 0
 6900.6283  79030 56820 4290 10
 6900.9688  79000 56850 4360 0
 6901.3135  79020 56880 4430 0
 6901.6642  79050 56930 4310 10
 6902.0089  79000 56970 4330 0
 6902.3516  79020 57040 4320 20
 6902.6944  79120 57150 4520 0
 6903.0392  79010 57110 4400 -10
 6903.384   79090 57210 4310 10
 6903.7249  79030 57240 4350 20
 6904.0638  79160 57330 4340 10
 6904.4067  79010 57290 4440 10
 6904.7497  79200 57430 4500 -10
 6905.0907  79190 57480 4370 0
 6905.4337  79120 57500 4490 10
 6905.7788  79130 57560 4490 0
 6906.1239  79110 57580 4500 20
 6906.4752  79240 57760 4530 0
 6906.8264  79170 57720 4330 0
 6907.1717  79270 57840 4480 0
 6907.5149  79170 57790 4320 10
 6907.8582  79330 57960 4410 -10
 6908.2036  79270 58030 4430 -10
 6908.5469  79280 58070 4450 20
 6908.8883  79260 58120 4440 10
 6909.2297  79280 58210 4510 10
 6909.5732  79340 58310 4400 10
 6909.9167  79260 58250 4300 0
 6910.2603  79340 58380 4620 10
 6910.6018  79360 58420 4490 10
 6910.9434  79370 58500 4400 10
 6911.2871  79360 58550 4400 0
 6911.6328  79340 58560 4530 0
 6911.9785  79300 58560 4440 0
 6912.3263  79290 58600 4510 10
 6912.6742  79380 58690 4460 20
 6913.02    79330 58710 4460 -30
 6913.3659  79420 58830 4490 0
 6913.7098  79400 58870 4460 20
 6914.0538  79510 58970 4520 10
 6914.3977  79350 58890 4530 20
 6914.7418  79360 58940 4530 10
 6915.0838  79440 59050 4440 0
 6915.4258  79450 59050 4550 10
 6915.7679  79490 59120 4350 0
 6916.1141  79490 59150 4440 10
 6916.4583  79540 59190 4630 10
 6916.8005  79470 59200 4430 -10
 6917.1448  79490 59270 4480 0
 6917.4911  79520 59290 4610 0
 6917.8395  79480 59280 4520 0
 6918.1879  79460 59330 4450 0
 6918.5363  79460 59330 4590 0
 6918.8848  79610 59450 4610 10
 6919.2313  79550 59470 4570 20
 6919.5759  79450 59440 4550 10
 6919.9224  79540 59560 4610 10
 6920.265   79600 59620 4570 0
 6920.6056  79560 59610 4640 10
 6920.9462  79620 59690 4560 0
 6921.2888  79610 59720 4530 20
 6921.6315  79590 59750 4520 10
 6921.9763  79580 59780 4600 0
 6922.3211  79550 59770 4620 0
 6922.668   79700 59890 4720 0
 6923.0149  79660 59920 4670 10
 6923.3618  79760 59990 4670 -10
 6923.7088  79630 59910 4590 -10
 6924.0558  79720 60030 4550 10
 6924.4048  79700 60050 4630 20
 6924.7519  79710 60100 4680 10
 6925.099   79720 60090 4540 10
 6925.4442  79780 60190 4690 0
 6925.7934  79780 60170 4720 0
 6926.1366  79730 60180 4730 10
 6926.4777  79790 60290 4730 0
 6926.823   79710 60220 4580 10
 6927.1663  79800 60310 4680 -10
 6927.5136  79780 60380 4640 0
 6927.859   79860 60520 4630 20
 6928.2065  79810 60430 4640 10
 6928.5539  79850 60570 4600 0
 6928.8974  79900 60610 4740 -10
 6929.2429  79940 60690 4760 10
 6929.5905  79950 60690 4670 10
 6929.9402  80000 60750 4660 30
 6930.2899  80010 60830 4750 0
 6930.6416  79910 60760 4820 0
 6930.9914  79590 60580 4720 0
 6931.3392  79410 60410 4760 10
 6931.6809  79510 60520 4710 10
 6932.0246  79620 60660 4670 0
 6932.3725  79660 60760 4730 0
 6932.7164  79700 60790 4710 0
 6933.0602  79820 60890 4730 0
 6933.4062  79870 60940 4730 10
 6933.7522  79890 60960 4640 0
 6934.0962  79830 61000 4850 -10
 6934.4422  79870 60990 4670 20
 6934.7883  80020 61140 4690 10
 6935.1365  79920 61110 4810 10
 6935.4847  80000 61180 4740 10
 6935.835   80010 61170 4770 0
 6936.1853  80010 61210 4790 0
 6936.5357  79990 61210 4660 20
 6936.8861  80070 61290 4710 10
 6937.2324  80090 61320 4910 0
 6937.5788  80080 61280 4740 -10
 6937.9232  80070 61300 4820 10
 6938.2696  80070 61350 4840 0
 6938.6121  80160 61360 4620 10
 6938.9566  80100 61350 4630 -10
 6939.3031  80140 61450 4720 0
 6939.6497  80230 61450 4780 0
 6939.9984  80230 61500 4770 10
 6940.343   80230 61510 4700 20
 6940.6898  80280 61540 4840 0
 6941.0385  80260 61550 4680 0
 6941.3833  80300 61630 4710 0
 6941.7342  80350 61610 4810 10
 6942.0872  80330 61650 4800 0
 6942.4361  80390 61720 4870 20
 6942.7871  80380 61680 4870 20
 6943.1382  80380 61710 4860 -10
 6943.4893  80450 61750 4860 10
 6943.8343  80400 61750 4840 10
 6944.1813  80510 61790 4890 -20
 6944.5285  80410 61760 4820 10
 6944.8715  80520 61860 4860 10
 6945.2167  80390 61750 4890 10
 6945.5618  80460 61800 4740 10
 6945.9071  80450 61820 4860 10
 6946.2564  80530 61860 4740 0
 6946.6037  80480 61860 4850 -10
 6946.949   80610 62000 4900 0
 6947.2985  80540 61930 4920 0
 6947.6459  80520 61960 4860 20
 6947.9914  80620 62060 4930 -10
 6948.345   80580 62010 4810 10
 6948.6966  80610 62040 4880 -10
 6949.0463  80630 62110 4820 20
 6949.398   80640 62080 4890 -10
 6949.7436  80730 62180 4930 20
 6950.0933  80670 62170 4880 0
 6950.4452  80690 62200 4810 10
 6950.7888  80780 62270 4860 20
 6951.1346  80700 62260 4840 0
 6951.4845  80760 62310 4940 10
 6951.8283  80820 62320 4830 0
 6952.1762  80790 62360 4900 10
 6952.5282  80910 62470 4970 10
 6952.8701  80840 62450 4980 0
 6953.214   80870 62440 4920 0
 6953.5661  80800 62450 4860 10
 6953.9142  80880 62480 4920 0
 6954.2644  80870 62500 4950 0
 6954.6167  80850 62540 4950 -30
 6954.971   80960 62580 4960 20
 6955.3275  80960 62610 4970 10
 6955.6798  81000 62620 4910 10
 6956.0261  80980 62670 4910 10
 6956.3744  81030 62700 4880 20
 6956.7249  81080 62710 4890 0
 6957.0733  81100 62740 5000 -10
 6957.4197  81010 62700 4960 0
 6957.7662  81040 62750 4930 10
 6958.1147  81100 62830 4910 20
 6958.4612  81060 62790 4880 0
 6958.8119  81140 62890 5070 0
 6959.1605  81110 62870 4980 10
 6959.5051  81220 62960 4980 10
 6959.8518  81100 62910 4980 -30
 6960.2026  81160 62910 4890 10
 6960.5555  81160 62940 4890 10
 6960.9084  81220 63010 5010 10
 6961.2613  81260 63000 4950 20
 6961.6143  81300 63030 5070 -10
 6961.9653  81260 63040 5010 20
 6962.3164  81270 63080 4970 -10
 6962.6674  81350 63160 4880 10
 6963.0165  81320 63140 5040 0
 6963.3635  81310 63140 4990 10
 6963.7085  81300 63140 5100 0
 6964.0577  81370 63170 4950 0
 6964.4089  81330 63180 4990 0
 6964.7581  81390 63240 5010 10
 6965.1074  81380 63240 5270 -30
 6965.4546  81380 63280 5000 20
 6965.7999  81380 63340 4870 10
 6966.1492  81440 63390 4970 10
 6966.5007  81510 63450 4970 10
 6966.8563  81500 63440 5060 0
 6967.2099  81490 63460 5130 10
 6967.5615  81650 63580 5110 0
 6967.9172  81530 63500 5100 0
 6968.2689  81620 63630 5000 20
 6968.6185  81550 63550 5090 0
 6968.9702  81740 63700 5170 -10
 6969.3199  81630 63650 5070 0
 6969.6676  81680 63730 5110 10
 6970.0154  81750 63790 5070 10
 6970.3631  81700 63810 5220 -10
 6970.715   81810 63910 5050 0
 6971.0649  81680 63880 5080 10
 6971.4128  81790 63990 5080 10
 6971.7586  81810 64000 5180 20
 6972.1086  81790 64040 5130 0
 6972.4566  81760 64000 5010 0
 6972.8067  81780 64070 5150 0
 6973.1609  81740 64020 5030 0
 6973.5131  81920 64160 5240 10
 6973.8633  81900 64230 5110 0
 6974.2156  81930 64280 5190 10
 6974.572   81870 64270 5120 0
 6974.9264  81910 64360 5190 0
 6975.2809  81970 64430 5160 10
 6975.6333  81980 64430 5200 0
 6975.9878  82020 64470 4890 -20
 6976.3383  82060 64480 5190 20
 6976.6887  82050 64540 5150 0
 6977.0372  82020 64550 5270 20
 6977.3815  81990 64570 5240 0
 6977.728   82100 64640 5300 -10
 6978.0766  82070 64660 5210 0
 6978.4252  82040 64680 5260 0
 6978.7759  82090 64680 5190 10
 6979.1307  82130 64830 5260 0
 6979.4836  82070 64750 5130 10
 6979.8344  82160 64830 5040 -10
 6980.1873  82160 64870 5110 0
 6980.5402  82130 64910 5200 10
 6980.8932  82210 65020 5200 20
 6981.2462  82280 65040 5310 -20
 6981.5972  82290 65080 5290 10
 6981.9524  82170 65020 5200 10
 6982.3034  82200 65100 5190 10
 6982.6504  82220 65130 5220 0
 6983.0016  82250 65210 5320 0
 6983.3548  82360 65290 5210 0
 6983.7081  82360 65290 5320 0
 6984.0593  82310 65330 5260 0
 6984.4148  82310 65340 5340 20
 6984.7702  82470 65490 5380 0
 6985.1195  82410 65460 5190 0
 6985.4688  82450 65540 5180 10
 6985.8182  82410 65480 5110 0
 6986.1676  82510 65640 5290 20
 6986.5191  82500 65620 5340 -20
 6986.8727  82540 65720 5260 0
 6987.2264  82490 65690 5220 20
 6987.5863  82510 65740 5240 10
 6987.9462  82610 65860 5310 10
 6988.302   82590 65840 5320 0
 6988.6538  82670 65950 5220 0
 6989.0056  82640 65930 5380 0
 6989.3594  82640 65980 5230 10
 6989.7092  82630 66000 5350 0
 6990.059   82660 66030 5220 10
 6990.4068  82750 66120 5320 0
 6990.7567  82680 66100 5280 -10
 6991.1066  82730 66180 5370 20
 6991.4586  82700 66190 5430 10
 6991.8128  82730 66250 5300 -10
 6992.1628  82780 66260 5480 0
 6992.5149  82770 66320 5360 10
 6992.8692  82800 66360 5270 10
 6993.2214  82810 66420 5250 0
 6993.5778  82900 66560 5330 10
 6993.9342  82830 66460 5410 0
 6994.2886  82960 66640 5300 0
 6994.6431  82970 66620 5320 0
 6994.9975  82900 66630 5290 0
 6995.352   83080 66780 5360 0
 6995.7045  83050 66760 5420 10
 6996.0591  82980 66780 5420 0
 6996.4116  83080 66880 5310 0
 6996.7601  83010 66870 5350 10
 6997.1106  83030 66890 5500 -30
 6997.4654  83140 67010 5490 10
 6997.8201  83010 66970 5480 10
 6998.1687  83170 67080 5520 20
 6998.5173  83080 67050 5520 0
 6998.8722  83130 67120 5450 0
 6999.2209  83130 67160 5430 10
 6999.5738  83080 67190 5530 -10
 6999.9329  83140 67250 5430 20
 7000.2901  83110 67280 5300 0
 7000.6493  83220 67360 5230 -10
 7001.0065  83260 67500 5370 10
 7001.3595  83210 67460 5440 0
 7001.7147  83320 67570 5460 10
 7002.072   83150 67470 5500 0
 7002.4252  83330 67660 5450 -20
 7002.7743  83330 67720 5410 10
 7003.1254  83220 67680 5380 10
 7003.4808  83360 67810 5480 0
 7003.8321  83330 67870 5530 10
 7004.1854  83410 67890 5570 0
 7004.5368  83440 67990 5470 -10
 7004.8902  83470 68090 5510 0
 7005.2416  83460 68080 5550 10
 7005.593   83440 68100 5510 0
 7005.9487  83350 68090 5370 0
 7006.3002  83530 68290 5440 10
 7006.6538  83410 68220 5470 -10
 7007.0158  83590 68340 5570 10
 7007.3695  83550 68350 5430 0
 7007.7274  83580 68410 5600 -30
 7008.0916  83560 68450 5500 10
 7008.4412  83560 68480 5510 10
 7008.7992  83580 68540 5500 20
 7009.1552  83590 68580 5560 0
 7009.505   83590 68600 5460 0
 7009.861   83640 68680 5500 0
 7010.215   83680 68770 5520 0
 7010.567   83630 68770 5460 10
 7010.9211  83690 68860 5570 -10
 7011.271   83700 68850 5480 0
 7011.621   83740 68930 5540 0
 7011.9752  83810 68990 5630 0
 7012.3336  83740 69000 5600 10
 7012.692   83760 68990 5550 0
 7013.0484  83850 69120 5580 -30
 7013.4069  83800 69090 5700 20
 7013.7654  83850 69210 5490 20
 7014.1198  83830 69230 5510 10
 7014.4764  83890 69320 5540 0
 7014.835   83910 69280 5550 0
 7015.1875  83870 69280 5580 0
 7015.542   83930 69410 5610 0
 7015.8966  83910 69380 5600 10
 7016.2492  83970 69460 5720 0
 7016.606   83950 69470 5710 0
 7016.9586  84000 69490 5540 10
 7017.3092  84070 69600 5680 -10
 7017.6639  84010 69610 5560 0
 7018.0209  84050 69630 5640 10
 7018.3778  84060 69680 5560 -30
 7018.7285  84140 69740 5620 30
 7019.0814  84140 69850 5630 0
 7019.4426  84160 69850 5650 20
 7019.8039  84220 69900 5540 0
 7020.161   84160 69940 5750 0
 7020.5224  84180 69940 5650 0
 7020.8838  84200 70000 5640 0
 7021.2389  84220 70050 5690 10
 7021.5879  84300 70150 5510 10
 7021.9368  84310 70190 5600 0
 7022.2963  84330 70230 5690 10
 7022.6537  84310 70260 5730 0
 7023.0049  84420 70360 5840 10
 7023.3582  84360 70360 5660 0
 7023.7115  84310 70350 5790 -20
 7024.0649  84430 70490 5730 10
 7024.4225  84400 70490 5690 10
 7024.7822  84490 70580 5720 10
 7025.1399  84380 70570 5630 10
 7025.4976  84570 70690 5680 0
 7025.8574  84600 70780 5620 -10
 7026.2173  84510 70730 5660 10
 7026.5772  84450 70700 5700 10
 7026.935   84450 70770 5700 10
 7027.2908  84460 70810 5670 0
 7027.6446  84530 70870 5670 0
 7027.9984  84480 70860 5800 -10
 7028.3522  84600 70960 5670 10
 7028.7061  84660 71020 5770 10
 7029.0662  84580 71040 5730 -20
 7029.4202  84540 71010 5670 10
 7029.772   84580 71070 5700 10
 7030.1282  84580 71080 5960 10
 7030.4843  84660 71200 5830 0
 7030.8405  84690 71270 5790 10
 7031.1967  84770 71330 5800 0
 7031.5529  84800 71400 5850 -10
 7031.9134  84770 71380 5710 20
 7032.276   84770 71430 5750 0
 7032.6366  84740 71400 5700 0
 7032.9909  84730 71480 5640 0
 7033.3453  84710 71480 5760 0
 7033.7101  84770 71560 5620 10
 7034.0624  84830 71600 5690 10
 7034.4169  84800 71590 5760 -20
 7034.7756  84910 71690 5690 10
 7035.1301  84810 71650 5590 0
 7035.4889  84880 71700 5710 20
 7035.8435  84910 71770 5790 0
 7036.1982  84950 71830 5790 10
 7036.5549  84980 71850 5740 -10
 7036.9097  84950 71870 5820 0
 7037.2728  84960 71920 5780 10
 7037.6381  84950 71880 5750 0
 7037.9992  85020 72020 5830 10
 7038.3583  84990 72000 5740 0
 7038.7153  85140 72130 5720 -10
 7039.0703  85050 72090 5750 10
 7039.4274  85110 72160 5740 10
 7039.7908  85120 72170 5800 -20
 7040.1416  84970 72060 5840 10
 7040.4904  85130 72210 5850 10
 7040.8519  85050 72170 5930 20
 7041.2112  85080 72250 5830 0
 7041.5686  85160 72300 5850 0
 7041.9259  85110 72320 5880 0
 7042.2812  85230 72420 5830 0
 7042.6407  85120 72320 5850 20
 7043.0003  85200 72420 5860 -10
 7043.362   85180 72410 5790 0
 7043.7258  85250 72500 5880 0
 7044.0855  85220 72460 5910 0
 7044.4431  85210 72480 5930 10
 7044.805   85200 72440 5820 10
 7045.1648  85160 72460 5740 -20
 7045.5225  85240 72570 5790 10
 7045.8824  85230 72550 5810 0
 7046.2381  85210 72570 5990 20
 7046.5917  85340 72680 6010 0
 7046.9475  85320 72660 5820 0
 7047.3076  85350 72720 5790 10
 7047.6655  85400 72710 5950 0
 7048.0214  85350 72750 5680 0
 7048.3773  85460 72830 5820 0
 7048.7417  85440 72880 5840 0
 7049.104   85390 72800 5840 10
 7049.4643  85580 72960 5870 0
 7049.8267  85460 72920 5860 10
 7050.1891  85540 73010 5810 0
 7050.5516  85450 72930 5900 -10
 7050.9057  85490 72970 5890 0
 7051.2619  85610 73100 5820 10
 7051.6182  85500 72980 5770 10
 7051.9745  85510 73010 5840 0
 7052.3309  85580 73100 5920 0
 7052.6872  85480 73070 5850 0
 7053.0437  85510 73090 5710 10
 7053.4022  85590 73180 5840 0
 7053.7629  85540 73120 5960 -10
 7054.1279  85520 73120 5870 10
 7054.495   85600 73190 5840 10
 7054.8601  85610 73240 5910 0
 7055.2209  85680 73290 5840 10
 7055.5797  85710 73380 5760 0
 7055.9407  85710 73400 5810 -20
 7056.2953  85620 73430 5980 0
 7056.6521  85720 73520 5900 10
 7057.0111  85790 73570 5800 20
 7057.3658  85730 73560 5780 0
 7057.7206  85710 73600 5870 0
 7058.0818  85840 73710 5850 10
 7058.443   85750 73660 5900 -10
 7058.8022  85730 73710 5920 10
 7059.1656  85720 73730 5850 10
 7059.5311  85770 73770 5910 0
 7059.8925  85700 73770 5840 0
 7060.2518  85790 73860 5890 0
 7060.6132  85840 73940 5850 10
 7060.9747  85790 73940 5940 0
 7061.332   85840 74060 5930 -20
 7061.6872  85750 74060 5980 10
 7062.0467  85710 74030 5910 10
 7062.4062  85810 74100 5820 10
 7062.7658  85860 74190 6020 10
 7063.1233  85840 74200 5960 0
 7063.4829  85890 74330 5910 0
 7063.8426  85960 74400 5930 0
 7064.2023  85980 74430 5920 10
 7064.5642  85850 74370 5860 10
 7064.9282  85910 74440 5830 0
 7065.2922  85930 74510 5880 0
 7065.6521  85940 74550 5890 0
 7066.0162  85940 74540 5710 20
 7066.3783  86040 74670 5790 0
 7066.7383  86100 74790 5860 -20
 7067.0962  86040 74790 5860 10
 7067.4541  86060 74820 5910 10
 7067.8163  86070 74810 6000 0
 7068.1743  86050 74890 5890 20
 7068.5324  86140 75000 5960 0
 7068.8947  86030 74920 5910 -10
 7069.255   86210 75090 5950 10
 7069.6153  86120 75050 5890 0
 7069.9798  86150 75050 5910 10
 7070.3444  86120 75090 5940 0
 7070.7112  86180 75220 5940 10
 7071.0759  86160 75200 6120 -10
 7071.4364  86220 75230 5930 20
 7071.7969  86160 75250 5970 0
 7072.1553  86210 75280 6000 -20
 7072.5117  86190 75340 5830 10
 7072.8744  86120 75290 5990 10
 7073.2372  86230 75430 5990 10
 7073.5916  86120 75370 5910 20
 7073.9481  86320 75560 5960 0
 7074.3131  86220 75480 6060 -10
 7074.676   86290 75610 5890 10
 7075.0411  86300 75660 5960 10
 7075.4063  86260 75630 5990 10
 7075.7715  86320 75770 5930 0
 7076.1367  86310 75790 6000 -10
 7076.4977  86380 75870 5870 10
 7076.8609  86470 75920 6020 10
 7077.2199  86420 75930 5960 10
 7077.5789  86430 75970 6270 -30
 7077.9401  86510 76060 6050 20
 7078.2991  86490 76060 5960 20
 7078.6561  86480 76130 5880 10
 7079.0153  86430 76120 6090 10
 7079.3766  86440 76180 6020 0
 7079.7401  86470 76210 6010 10
 7080.1036  86470 76240 5950 0
 7080.4672  86500 76330 5990 10
 7080.8329  86440 76310 6130 10
 7081.1987  86520 76400 5960 0
 7081.5603  86580 76480 6170 0
 7081.924   86530 76460 6090 -10
 7082.2899  86530 76530 6010 20
 7082.6494  86580 76610 5980 10
 7083.0133  86610 76690 6140 -30
 7083.3771  86670 76770 6050 20
 7083.7389  86660 76800 6050 10
 7084.1007  86670 76790 6090 10
 7084.4584  86700 76880 6110 0
 7084.8181  86600 76870 5980 10
 7085.1779  86710 77000 6050 0
 7085.5378  86700 77000 6040 10
 7085.8998  86770 77160 6110 0
 7086.2619  86710 77120 6060 10
 7086.624   86800 77190 6090 10
 7086.9861  86830 77240 5920 -10
 7087.3525  86720 77210 6190 10
 7087.719   86840 77330 6140 10
 7088.0877  86740 77270 6150 0
 7088.4563  86690 77300 5990 -10
 7088.8229  86770 77420 6000 10
 7089.1874  86770 77470 6110 10
 7089.5477  86780 77460 6130 20
 7089.9123  86830 77550 6160 10
 7090.2748  86810 77590 6220 -20
 7090.6352  86830 77620 6130 0
 7090.9956  86770 77580 6120 0
 7091.3539  86820 77660 6070 20
 7091.7144  86810 77730 6120 0
 7092.0771  86970 77880 6190 0
 7092.442   86880 77880 6210 0
 7092.8004  86900 77870 6330 10
 7093.1611  86900 77950 6180 10
 7093.5282  86900 77930 6110 0
 7093.8911  87070 78120 6210 -10
 7094.2582  87050 78120 6160 10
 7094.6276  87050 78180 6140 0
 7094.9927  87110 78260 6170 20
 7095.3579  87180 78320 6200 10
 7095.7274  87040 78220 6160 0
 7096.0947  87100 78330 6180 10
 7096.4579  87220 78430 6320 0
 7096.8211  87120 78420 6380 0
 7097.1843  87150 78470 6140 10
 7097.5433  87150 78510 6180 -10
 7097.9066  87150 78510 6100 0
 7098.2763  87130 78490 6280 0
 7098.6397  87290 78690 6400 10
 7098.9988  87240 78660 6420 10
 7099.3601  87210 78680 6290 -20
 7099.7215  87200 78660 6190 0
 7100.0829  87220 78740 6150 10
 7100.4486  87270 78820 6190 20
 7100.8122  87240 78800 6200 0
 7101.1801  87270 78870 6340 0
 7101.5502  87280 78890 6090 10
 7101.9182  87240 78860 6320 -10
 7102.282   87280 79000 6160 20
 7102.6458  87270 78950 6230 10
 7103.0139  87310 79010 6220 0
 7103.38    87300 79030 6210 10
 7103.7417  87370 79150 6350 0
 7104.0993  87350 79160 6470 10
 7104.4633  87330 79180 6240 10
