MRCAT_XAFS V0.4 Datafile
"Mn_MnO2_5B_kapton.002" created at APS 10BM on Tue Jul  9 15:35:15 2019 CDT
Ring energy= 7.00 GeV
E0= 6540.00
NUM_REGIONS= 1
SRB= 6390
SRSS= 0.35
SPP= 0.1
Settling time= 0


Offsets= 11317.00 11302.00 26173.00 14775.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 8.00 10.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
MnO2 5B kapton tape
3000 x 806
4 layers
------------------------------------------------------------------------------------------------
   energy       Io       It     Iref       If 
 7393.0491  100260 117940 10660 10
 7393.4538  100400 118090 10580 0
 7393.8447  100320 117990 10560 10
 7394.2403  100470 118210 10380 0
 7394.6429  100270 118060 10520 0
 7395.0362  100560 118380 10480 10
 7395.4342  100380 118300 10630 10
 7395.8346  100560 118510 10410 -20
 7396.2211  100430 118420 10410 10
 7396.6169  100440 118480 10610 10
 7397.0198  100490 118520 10760 20
 7397.4157  100420 118540 10610 10
 7397.8093  100560 118720 10650 10
 7398.203   100580 118810 10450 10
 7398.6037  100570 118830 10630 0
 7399.0068  100560 118900 10460 0
 7399.4076  100740 119050 10620 20
 7399.8085  100590 118950 10550 0
 7400.2093  100730 119150 10510 0
 7400.6079  100600 119130 10510 10
 7400.9996  100710 119190 10530 0
 7401.3936  100780 119410 10500 10
 7401.79    100610 119240 10510 -10
 7402.1842  100750 119360 10690 0
 7402.5806  100620 119260 10590 20
 7402.9749  100780 119540 10550 10
 7403.3714  100810 119580 10470 10
 7403.7657  100790 119610 10660 10
 7404.1624  100750 119630 10660 0
 7404.5638  100780 119730 10740 -10
 7404.9675  100900 119840 10720 20
 7405.369   100780 119800 10750 0
 7405.7659  101030 120140 10640 0
 7406.1651  100760 119820 10570 10
 7406.5644  100910 120100 10680 0
 7406.9637  100890 120060 10730 20
 7407.3607  100920 120160 10610 0
 7407.7554  100830 120100 10600 0
 7408.1502  100990 120320 10600 0
 7408.5474  101000 120360 10800 10
 7408.9422  100940 120340 10570 10
 7409.3395  101030 120470 10760 20
 7409.7368  100960 120430 10740 0
 7410.1341  101000 120550 10700 0
 7410.5315  101100 120590 10630 10
 7410.9289  101030 120630 10880 0
 7411.3287  101060 120690 10780 10
 7411.7309  101140 120800 10780 10
 7412.1308  101210 120920 10840 -10
 7412.5331  101150 120940 10640 10
 7412.9377  101070 120870 10930 10
 7413.3378  101210 121020 10760 10
 7413.7355  101230 121110 10740 -10
 7414.1309  101320 121250 10780 20
 7414.5264  101270 121230 10750 10
 7414.9219  101320 121340 10860 0
 7415.3199  101360 121490 10860 20
 7415.7178  101360 121520 10810 0
 7416.1135  101280 121500 10930 10
 7416.5092  101330 121570 10960 0
 7416.9073  101390 121650 10770 10
 7417.3054  101360 121620 10710 -10
 7417.7059  101370 121690 10820 20
 7418.1065  101390 121740 10760 0
 7418.5118  101430 121850 10830 -10
 7418.9171  101460 121870 10820 0
 7419.3178  101590 122100 10800 20
 7419.7186  101530 121980 10930 -20
 7420.1194  101620 122170 10860 10
 7420.5178  101550 122080 10760 10
 7420.9117  101630 122290 10920 10
 7421.3103  101680 122370 10930 20
 7421.7089  101510 122220 10820 -10
 7422.1029  101690 122470 10870 10
 7422.4992  101630 122410 10860 0
 7422.898   101770 122710 11090 10
 7423.2968  101760 122670 10780 20
 7423.698   101760 122760 10840 0
 7424.0992  101660 122650 10810 0
 7424.5005  101710 122740 10900 20
 7424.9018  101630 122710 10850 0
 7425.3032  101630 122720 11100 10
 7425.707   101660 122840 11080 -20
 7426.1108  101660 122930 11080 10
 7426.5123  101680 122940 10940 10
 7426.9091  101670 122980 10870 20
 7427.306   101740 123110 11040 10
 7427.703   101820 123230 10900 10
 7428.1023  101830 123270 10960 0
 7428.5041  101880 123390 11020 0
 7428.9035  101860 123500 11110 10
 7429.3006  101920 123560 11110 10
 7429.7001  101880 123640 11040 0
 7430.102   101990 123740 10990 0
 7430.5016  102000 123770 10920 10
 7430.9013  102020 123810 10990 0
 7431.3057  102010 123900 10980 20
 7431.7101  102000 123900 11050 -20
 7432.117   101940 123860 11090 20
 7432.5215  101940 123950 11070 10
 7432.9214  102020 124050 11070 10
 7433.3236  102110 124170 11110 20
 7433.7213  102060 124200 11200 10
 7434.1213  102170 124300 11040 0
 7434.519   102120 124330 11100 10
 7434.912   102150 124430 11180 -10
 7435.3098  102140 124380 11180 10
 7435.71    102190 124470 11240 20
 7436.1102  102280 124670 11080 0
 7436.5105  102160 124530 11130 0
 7436.9085  102280 124700 11240 0
 7437.3135  102260 124700 11290 20
 7437.721   102270 124860 11230 -20
 7438.1238  102310 124880 11130 0
 7438.529   102380 125010 11240 10
 7438.9343  102260 124920 11220 30
 7439.3372  102430 125230 11100 0
 7439.7379  102400 125180 11200 10
 7440.1409  102480 125330 11400 0
 7440.5416  102400 125190 11120 10
 7440.9401  102480 125370 11250 10
 7441.3409  102450 125450 11370 0
 7441.7394  102570 125580 11170 0
 7442.1379  102600 125630 11330 -10
 7442.5412  102660 125740 11450 20
 7442.9422  102650 125820 11440 0
 7443.3433  102700 125890 11200 0
 7443.7443  102610 125840 11460 0
 7444.1431  102660 125930 11230 0
 7444.5467  102720 126040 11420 20
 7444.9502  102650 126020 11440 20
 7445.3539  102740 126180 11300 10
 7445.7599  102720 126180 11370 10
 7446.166   102780 126250 11360 0
 7446.5721  102690 126200 11460 10
 7446.9759  102790 126340 11520 0
 7447.375   102750 126360 11540 20
 7447.7695  102800 126460 11300 -10
 7448.1663  102830 126550 11440 10
 7448.5703  102880 126630 11580 10
 7448.972   102970 126810 11440 0
 7449.3666  102840 126770 11470 20
 7449.7684  103040 127030 11400 0
 7450.1749  102910 126950 11430 0
 7450.5744  103030 127150 11470 10
 7450.9834  103030 127160 11490 10
 7451.3948  103110 127290 11320 10
 7451.8015  103040 127290 11580 10
 7452.2059  103170 127450 11550 10
 7452.6103  103040 127300 11480 10
 7453.0148  103230 127650 11610 0
 7453.4146  103180 127560 11480 10
 7453.8145  103220 127650 11650 10
 7454.2167  103290 127750 11730 0
 7454.619   103270 127790 11580 0
 7455.0166  103250 127850 11600 10
 7455.4167  103270 127910 11450 20
 7455.8191  103260 127890 11530 0
 7456.2239  103360 128120 11540 0
 7456.6288  103330 128020 11630 20
 7457.0314  103460 128290 11610 10
 7457.434   103430 128220 11580 20
 7457.8414  103560 128350 11730 0
 7458.2489  103470 128370 11710 10
 7458.654   103560 128540 11480 0
 7459.0568  103380 128390 11690 10
 7459.462   103620 128730 11650 20
 7459.8696  103530 128660 11540 0
 7460.275   103610 128820 11650 0
 7460.6779  103660 128860 11730 10
 7461.0786  103630 128910 11640 0
 7461.4817  103720 129060 11740 20
 7461.8824  103600 128990 11700 10
 7462.2856  103790 129260 11710 -10
 7462.6888  103750 129250 11660 20
 7463.0897  103650 129160 11760 20
 7463.4906  103870 129530 11840 0
 7463.8915  103790 129410 11860 20
 7464.2949  103710 129420 11850 10
 7464.7007  103820 129550 11600 0
 7465.109   103830 129600 11890 20
 7465.522   103970 129810 12000 0
 7465.9327  103850 129790 11650 0
 7466.3387  103970 129940 11810 0
 7466.7399  104050 130040 11790 10
 7467.1413  104020 130110 11750 0
 7467.5498  104130 130290 11690 20
 7467.9536  104060 130180 11730 0
 7468.355   104200 130400 11660 0
 7468.7589  104010 130170 11750 10
 7469.1605  104190 130460 11740 20
 7469.5621  104080 130360 11910 10
 7469.9661  104070 130360 11740 20
 7470.3702  104190 130590 11900 -10
 7470.7743  104090 130500 11920 10
 7471.1808  104290 130820 11860 0
 7471.5898  104050 130530 11930 20
 7471.9964  104460 131100 11850 10
 7472.4055  104180 130870 11880 0
 7472.8122  104340 131100 11980 0
 7473.2166  104360 131150 11820 10
 7473.6234  104320 131170 11850 10
 7474.0255  104350 131210 12030 0
 7474.4229  104430 131360 11920 -10
 7474.8251  104480 131420 11910 20
 7475.2344  104480 131560 11730 10
 7475.6415  104410 131500 12080 20
 7476.0462  104480 131580 11930 0
 7476.4462  104440 131660 12080 0
 7476.8534  104540 131720 11990 0
 7477.2558  104660 131920 12080 10
 7477.6559  104660 132050 12050 10
 7478.0656  104770 132220 11980 10
 7478.473   104570 132010 12030 0
 7478.8828  104790 132260 11880 10
 7479.295   104620 132200 12020 10
 7479.6954  104760 132340 12030 0
 7480.1053  104730 132380 11920 -10
 7480.5224  104790 132530 11940 10
 7480.9205  104770 132550 12110 10
 7481.3258  104830 132660 12200 10
 7481.7335  104900 132750 12010 10
 7482.1365  104690 132570 12310 10
 7482.542   104920 132920 11970 0
 7482.9475  104900 132830 12030 0
 7483.3482  104980 133060 12120 10
 7483.749   104900 132970 12210 10
 7484.157   105070 133190 12040 10
 7484.5675  104910 132970 12230 0
 7484.9779  104970 133140 12160 0
 7485.3885  105020 133280 12020 10
 7485.799   105020 133280 12100 0
 7486.2097  105190 133490 12160 -20
 7486.6132  105050 133410 12270 10
 7487.0191  105190 133650 12270 20
 7487.4275  105110 133600 12220 10
 7487.8264  105160 133700 12220 20
 7488.2348  105190 133740 12150 0
 7488.6457  105230 133830 12240 0
 7489.0495  105200 133860 12150 0
 7489.4557  105220 133910 12270 20
 7489.8644  105350 134070 12170 10
 7490.2683  105240 134060 12290 10
 7490.6746  105450 134360 12270 -10
 7491.0858  105240 134100 12270 0
 7491.4946  105340 134260 12310 10
 7491.9011  105350 134360 12280 0
 7492.3053  105390 134410 12310 -20
 7492.7166  105470 134530 12140 0
 7493.128   105390 134540 12370 20
 7493.5371  105430 134570 12280 10
 7493.9486  105360 134540 12380 20
 7494.3602  105580 134860 12190 10
 7494.767   105420 134690 12360 0
 7495.169   105650 135060 12340 0
 7495.5735  105500 134960 12170 0
 7495.9805  105470 134970 12360 10
 7496.3875  105580 135130 12260 10
 7496.7921  105520 135210 12370 0
 7497.1992  105590 135300 12320 0
 7497.6064  105520 135290 12280 10
 7498.0111  105590 135370 12220 0
 7498.4231  105580 135410 12350 -10
 7498.8328  105710 135670 12470 10
 7499.2425  105680 135660 12210 10
 7499.6547  105650 135530 12380 30
 7500.0669  105660 135720 12490 10
 7500.4767  105730 135850 12600 0
 7500.8866  105800 135950 12480 10
 7501.2966  105680 135780 12290 0
 7501.7018  105850 136090 12600 10
 7502.107   105590 135840 12440 10
 7502.5099  105820 136210 12500 10
 7502.9152  105720 136080 12480 0
 7503.323   105760 136110 12310 10
 7503.7332  105890 136390 12540 0
 7504.1387  105850 136380 12480 10
 7504.5466  105980 136610 12370 0
 7504.957   105940 136560 12480 -10
 7505.3674  105890 136560 12570 20
 7505.7802  105820 136500 12570 10
 7506.1907  105990 136850 12530 10
 7506.5989  105930 136720 12500 10
 7507.0119  105920 136780 12620 10
 7507.4273  105920 136840 12580 10
 7507.8356  106030 136980 12460 10
 7508.2415  105890 136880 12680 10
 7508.6451  106030 137060 12660 0
 7509.0559  105910 136990 12630 10
 7509.4668  106060 137230 12600 0
 7509.8729  106010 137260 12580 10
 7510.2766  105980 137290 12600 10
 7510.6829  106010 137310 12510 -10
 7511.0915  106020 137400 12710 10
 7511.5002  106130 137590 12570 10
 7511.9113  106180 137750 12620 10
 7512.3225  106320 137840 12640 20
 7512.7338  106230 137750 12500 0
 7513.1499  106270 137890 12740 0
 7513.5684  106360 138030 12760 10
 7513.9822  106300 138020 12930 0
 7514.3864  106350 138100 12740 10
 7514.7883  106360 138190 12900 10
 7515.1998  106310 138190 12830 0
 7515.609   106320 138230 12740 20
 7516.0158  106340 138290 12660 -10
 7516.4226  106290 138270 12670 20
 7516.8271  106310 138400 12840 0
 7517.234   106360 138430 12870 -10
 7517.6458  106280 138430 12720 20
 7518.0553  106380 138590 12840 20
 7518.4672  106320 138520 12700 20
 7518.8815  106240 138500 12620 0
 7519.2959  106290 138550 12720 10
 7519.7128  106460 138840 12740 10
 7520.1297  106400 138840 12780 -10
 7520.5418  106490 139020 12700 20
 7520.9492  106440 138920 12730 10
 7521.3614  106340 138950 12950 10
 7521.7688  106420 138990 12940 0
 7522.1739  106510 139150 12760 10
 7522.5814  106500 139210 12580 10
 7522.9939  106380 139110 12930 0
 7523.4087  106330 139110 12790 -10
 7523.8188  106370 139190 12700 20
 7524.2241  106380 139210 12780 20
 7524.6343  106210 139000 12770 20
 7525.0469  105980 138830 12660 10
 7525.4572  105560 138340 12770 0
 7525.87    105180 137900 12730 10
 7526.2876  104050 136440 12690 10
 7526.7028  103490 135730 12490 10
 7527.1157  105260 138070 12950 10
 7527.531   107600 141190 13030 10
 7527.944   107920 141720 13150 0
 7528.357   107590 141310 13130 10
 7528.7677  107540 141240 13050 10
 7529.1735  107220 140830 13160 0
 7529.577   107000 140650 13100 -10
 7529.9854  106650 140270 12880 20
 7530.3962  106330 139880 13010 40
 7530.8095  105500 138820 12870 20
 7531.2204  104700 137820 13060 10
 7531.629   104480 137590 12890 10
 7532.0376  107160 141160 12920 -10
 7532.4535  108560 143090 13270 20
 7532.8719  108560 143160 13310 10
 7533.2879  108380 142930 13250 10
 7533.7015  108080 142550 13200 10
 7534.1152  108180 142730 13240 -10
 7534.5289  107950 142570 13190 10
 7534.9402  108120 142790 13220 20
 7535.354   107880 142430 13230 10
 7535.7655  108030 142620 13300 0
 7536.177   107910 142620 13310 10
 7536.5837  107980 142770 13270 20
 7536.9928  107890 142620 13330 10
 7537.4045  107850 142670 13250 20
 7537.8161  107910 142860 13310 0
 7538.2303  107750 142550 13310 0
 7538.6396  107930 142950 13250 20
 7539.0514  107810 142760 13290 10
 7539.4657  108030 143100 13290 10
 7539.8776  107810 142930 13180 10
 7540.2896  108030 143240 13220 10
 7540.7064  107930 143120 13230 10
 7541.1257  108100 143390 13420 10
 7541.5427  108100 143470 13410 -10
 7541.9548  108060 143500 13370 0
 7542.367   108200 143710 13400 10
 7542.7817  108000 143380 13470 30
 7543.1891  108170 143680 13420 30
 7543.5966  108100 143660 13500 -10
 7544.009   108230 143800 13500 20
 7544.419   108140 143760 13310 -10
 7544.8241  108150 143870 13610 10
 7545.2367  108230 144050 13590 20
 7545.6565  108210 144000 13320 -10
 7546.0667  108450 144430 13630 10
 7546.4818  108300 144220 13410 10
 7546.9017  108260 144210 13560 20
 7547.3169  108240 144210 13540 0
 7547.7346  108410 144510 13440 0
 7548.1523  108320 144430 13570 0
 7548.5676  108290 144360 13550 20
 7548.983   108430 144680 13520 20
 7549.396   108480 144700 13570 20
 7549.809   108570 144920 13740 10
 7550.2245  108470 144890 13660 0
 7550.6352  108630 145050 13590 10
 7551.0435  108400 144850 13550 10
 7551.4519  108680 145240 13370 0
 7551.8676  108350 144900 13560 20
 7552.2833  108630 145280 13690 0
 7552.6967  108570 145220 13680 10
 7553.1076  108640 145370 13670 10
 7553.5235  108570 145270 13680 10
 7553.9419  108560 145380 13630 0
 7554.3579  108610 145430 13770 -10
 7554.7739  108590 145510 13740 20
 7555.1924  108720 145740 13730 10
 7555.611   108630 145680 13460 30
 7556.0247  108810 145950 13770 10
 7556.4409  108660 145760 13870 10
 7556.8548  108840 146100 13740 0
 7557.2662  108800 145980 13770 20
 7557.6753  108810 146110 13790 10
 7558.0892  108850 146190 13640 0
 7558.5033  108770 146150 13880 20
 7558.9149  108840 146330 13900 0
 7559.3266  108860 146380 13950 10
 7559.7407  108860 146390 13880 10
 7560.1574  108780 146400 13920 10
 7560.5741  108880 146460 13980 0
 7560.9932  108690 146300 13810 10
 7561.4149  108990 146730 13920 20
 7561.8366  108970 146810 14050 20
 7562.2559  109020 146810 14080 10
 7562.668   109070 146960 13940 10
 7563.0776  109040 146990 13880 0
 7563.4922  109180 147210 13830 10
 7563.9044  109100 147150 13940 20
 7564.3215  109160 147300 13990 0
 7564.7387  109270 147460 14100 10
 7565.151   109150 147370 13910 10
 7565.5634  109160 147380 14090 0
 7565.9783  109260 147550 13910 20
 7566.3957  109190 147540 13910 0
 7566.8082  109280 147700 13950 0
 7567.2232  109350 147790 13980 30
 7567.6407  109280 147720 14200 20
 7568.0558  109450 148060 13840 20
 7568.4758  109350 147950 14380 0
 7568.8959  109350 148040 14130 20
 7569.3112  109480 148210 14180 0
 7569.7289  109330 148050 14150 0
 7570.1491  109580 148490 14220 30
 7570.567   109400 148270 14300 10
 7570.98    109530 148530 14260 0
 7571.393   109470 148570 14050 0
 7571.8134  109620 148790 14300 20
 7572.229   109410 148550 14120 10
 7572.6348  109480 148710 14160 20
 7573.0481  109610 148880 14080 -10
 7573.4613  109440 148610 14280 0
 7573.8747  109690 149030 14240 30
 7574.2929  109550 148860 14460 20
 7574.7039  109710 149160 14450 10
 7575.1247  109610 149090 14380 0
 7575.5553  109730 149280 14320 10
 7575.9689  109710 149340 14400 10
 7576.3923  109780 149480 14340 20
 7576.8206  109810 149620 14490 10
 7577.2343  109750 149490 14570 10
 7577.6505  109800 149660 14340 10
 7578.0643  109880 149810 14500 10
 7578.4782  109780 149740 14440 20
 7578.8921  109890 149920 14440 10
 7579.306   109920 150020 14360 -10
 7579.7249  109810 149960 14490 20
 7580.1414  110020 150250 14330 10
 7580.553   109900 150170 14610 20
 7580.9696  109990 150290 14330 10
 7581.3886  109990 150340 14570 10
 7581.8078  109920 150310 14700 10
 7582.2269  109990 150440 14560 10
 7582.6486  109960 150410 14450 10
 7583.063   110120 150670 14660 0
 7583.4798  110040 150680 14640 10
 7583.9016  110030 150650 14720 10
 7584.3161  109990 150620 14620 20
 7584.7405  110120 150900 14550 10
 7585.1625  110040 150840 14620 20
 7585.5722  110160 151060 14380 -20
 7585.9869  110230 151110 14550 20
 7586.409   110170 151160 14500 20
 7586.8262  110160 151220 14620 30
 7587.2435  110230 151300 14550 0
 7587.6633  110380 151560 14540 10
 7588.0807  110230 151390 14660 20
 7588.4957  110380 151660 14630 0
 7588.9132  110260 151600 14750 20
 7589.3356  110370 151770 14690 10
 7589.7605  110360 151830 14700 0
 7590.1855  110440 151940 14740 20
 7590.6081  110510 151970 14730 0
 7591.0283  110440 152030 14760 20
 7591.451   110490 152140 14600 20
 7591.8663  110530 152300 14770 -10
 7592.2768  110560 152420 14860 20
 7592.6898  110520 152390 14690 20
 7593.1053  110680 152560 14830 10
 7593.5258  110570 152530 14910 10
 7593.9438  110590 152650 14880 10
 7594.3619  110650 152730 14910 10
 7594.7776  110550 152710 14880 10
 7595.1958  110570 152750 14930 10
 7595.6141  110500 152710 15000 10
 7596.0373  110710 153000 14980 0
 7596.463   110690 152950 15000 10
 7596.8839  110880 153370 15020 20
 7597.3048  110550 152910 15140 10
 7597.7282  110790 153370 15020 10
 7598.1516  110750 153280 15120 -10
 7598.5702  110830 153430 15060 10
 7598.9864  110860 153500 14970 20
 7599.4026  110820 153520 14980 20
 7599.8213  110850 153640 15170 10
 7600.2376  110780 153600 14680 0
 7600.654   110930 153840 15060 20
 7601.0211  110880 153810 15150 20
 7601.2601  111040 154120 15140 10
 7601.3587  110910 153940 15070 0
